Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
WRK,"Westrock Company",44.48,0.65,+1.48%,44.26,45.09,44.15,354195,"12:51 ET"
WSM,Williams-Sonoma,107.62,-0.22,-0.20%,108.2,108.75,107.09,187822,"12:50 ET"
WSO,"Watsco Inc",235.21,2.26,+0.97%,233.74,235.67,231.84,39333,"12:30 ET"
WST,"West Pharmaceutical Services",284.68,1.77,+0.63%,284.18,285.51,279.02,214520,"12:51 ET"
WTFC,"Wintrust Finl Corp",61.58,1.29,+2.14%,60.47,62.24,60.47,166455,"12:49 ET"
WTM,"White Mountains Insurance Group",998.5,3.7,+0.37%,1000,1002.9,989.54,7316,"12:41 ET"
WTRG,"Essential Utilities Inc",45.9,0.66,+1.46%,45.51,46.18,45.51,193465,"12:50 ET"
WU,"Western Union Company",21.74,-0.060000000000002,-0.28%,21.86,21.93,21.69,884659,"12:51 ET"
WWD,"Woodward Inc",121.53,2.26,+1.89%,119.46,122.84,119.46,113811,"12:50 ET"
WWE,"World Wrestling Entertainment",48.45,1.31,+2.78%,47.42,48.83,47.14,324691,"12:48 ET"
WY,"Weyerhaeuser Company",34,0.65,+1.95%,33.76,34.3,33.68,1180689,"12:51 ET"
WYND,"Wyndham Destinations Inc",42.67,0.51000000000001,+1.21%,42.33,43.39,42.33,153110,"12:50 ET"
WYNN,"Wynn Resorts Ltd",116.13,3.52,+3.13%,113.93,116.93,113.5,1037304,"12:51 ET"
XEC,"Cimarex Energy Company",38.7,1.49,+4.00%,37.66,39.36,37.66,661129,"12:50 ET"
XEL,"XCEL Energy Inc",64.72,-0.11,-0.17%,65.16,65.57,64.54,342259,"12:52 ET"
XLNX,"Xilinx Inc",142.62,-1.54,-1.07%,144.05,144.15,141.83,583228,"12:51 ET"
XLRN,"Acceleron Pharma",130.02,-2.48,-1.87%,133.77,133.77,129.03,132234,"12:48 ET"
XOM,"Exxon Mobil Corp",42.14,0.9,+2.18%,41.51,42.38,41.4,9705890,"12:52 ET"
XPO,"Xpo Logistics Inc",118.31,0.46000000000001,+0.39%,118.1,119.08,117.63,219002,"12:51 ET"
XRAY,"Dentsply Sirona Inc",52.1,0.29,+0.56%,52.04,52.45,51.66,99719,"12:51 ET"
XRX,"Xerox Corp",22.74,0.36,+1.61%,22.66,22.9,22.48,551007,"12:48 ET"
XYL,"Xylem Inc",100.31,0.91,+0.92%,100.53,100.75,99.38,239714,"12:51 ET"
Y,"Alleghany Corp",596.89,13.99,+2.40%,588.75,599.17,586.21,12091,"12:47 ET"
YUM,"Yum! Brands",107.58,0.17999999999999,+0.17%,107.16,107.87,106.85,298901,"12:49 ET"
YUMC,"Yum China Holdings Inc",57.59,0.38,+0.66%,57.56,58,57.27,245954,"12:52 ET"
Z,"Zillow Group Cl C",139.62,-1.04,-0.74%,141.06,142.35,137.99,1085715,"12:51 ET"
ZBH,"Zimmer Biomet Holdings",150.93,0.099999999999994,+0.07%,151.67,152.3,150.01,209348,"12:51 ET"
ZBRA,"Zebra Technologies",381.95,1.99,+0.52%,382.61,384.6,377.44,89334,"12:50 ET"
ZEN,"Zendesk Inc",142.69,-0.80000000000001,-0.56%,143.4,144.5,140.23,298691,"12:50 ET"
ZG,"Zillow Grp Inc Cl A",144.93,-1.76,-1.20%,147,148.3,143.32,341250,"12:50 ET"
ZION,"Zions Bancorp",43.49,1.45,+3.45%,42.29,43.7,42.29,266345,"12:50 ET"
ZM,"Zoom Video Communications Cl A",386.34,-22.66,-5.54%,402,409,378.58,6377581,"12:51 ET"
ZNGA,"Zynga Inc Cl A",9.96,-0.029999999999999,-0.30%,9.99,10.03,9.79,3997207,"12:51 ET"
ZS,"Zscaler Inc",205.44,-1.34,-0.65%,208.83,212.56,203.13,1483535,"12:52 ET"
ZTS,"Zoetis Inc Cl A",160.87,-0.96000000000001,-0.59%,162,162.9,160.13,401760,"12:52 ET"
"Downloaded from Barchart.com as of 12-23-2020 11:52am CST"
