Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
ARE,"Alexandria Real Estate Equities",174.81,-1.08,-0.61%,178.07,174.62,125160,"12:52 ET"
ATO,"Atmos Energy Corp",92.73,0.40000000000001,+0.43%,93.5,92.06,190598,"12:53 ET"
ATVI,"Activision Blizzard",89.99,0.56999999999999,+0.64%,90.08,88.8,2457762,"12:52 ET"
AVB,"Avalonbay Communities",157.99,-0.56999999999999,-0.36%,160.91,157.78,173482,"12:52 ET"
AVGO,"Broadcom Ltd",426.98,-6.12,-1.41%,436,426.05,391063,"12:50 ET"
AVY,"Avery Dennison Corp",153.51,1.75,+1.15%,154.14,151.78,83540,"12:50 ET"
AWK,"American Water Works",148.32,0.25999999999999,+0.18%,150.65,147.7,288235,"12:51 ET"
AXP,"American Express Company",117.85,3.3,+2.88%,118.19,115.78,1032739,"12:53 ET"
AZO,Autozone,1184.95,-5.24,-0.44%,1205.64,1179.55,84621,"12:48 ET"
BA,"Boeing Company",220.47,1.69,+0.77%,224.41,218.12,7270568,"12:53 ET"
BAC,"Bank of America Corp",30.14,0.93,+3.18%,30.15,29.22,24831683,"12:52 ET"
BAX,"Baxter International Inc",79.28,0.62,+0.79%,79.37,78.44,584594,"12:52 ET"
BBY,"Best Buy Company",103.52,-0.61,-0.59%,105.29,102.8,1250937,"12:53 ET"
BDX,"Becton Dickinson and Company",246.82,0.91999999999999,+0.37%,248.23,245.36,208352,"12:52 ET"
BEN,"Franklin Resources",24.9,0.35,+1.43%,25.08,24.58,862985,"12:51 ET"
BF.B,"Brown Forman Inc Cl B",77.54,-0.22,-0.28%,78.6,77.54,162091,"12:52 ET"
BIIB,"Biogen Inc",251.2,3.33,+1.34%,251.4,247,436982,"12:52 ET"
BIO,"Bio-Rad Laboratories",581.09,-2.39,-0.41%,584.96,577.88,38764,"12:51 ET"
BK,"Bank of New York Mellon Corp",41.1,0.82,+2.04%,41.11,40.43,1590211,"12:53 ET"
BKNG,"Booking Holdings Inc",2100.25,47.43,+2.31%,2104.71,2050.43,105858,"12:50 ET"
BKR,"Baker Hughes A Ge CO Cl A",21.2,0.009999999999998,+0.05%,21.59,21.04,1963399,"12:52 ET"
BLK,Blackrock,707.17,13.65,+1.97%,707.24,695.2,251538,"12:53 ET"
BLL,"Ball Corp",91.68,-0.80999999999999,-0.88%,92.88,91.38,275092,"12:51 ET"
BMY,"Bristol-Myers Squibb Company",61.26,-0.17,-0.28%,61.63,61.11,2546065,"12:53 ET"
BR,"Broadridge Financial Solutions Llc",148,-0.47999999999999,-0.32%,148.98,147.82,159061,"12:50 ET"
BRK.B,"Berkshire Hathaway Cl B",224.7,2.82,+1.27%,224.72,222.15,1657952,"12:53 ET"
BSX,"Boston Scientific Corp",34.67,0.31,+0.90%,34.91,34.51,2579971,"12:53 ET"
BWA,"Borgwarner Inc",39.58,0.47,+1.20%,40.32,39.28,836339,"12:51 ET"
BXP,"Boston Properties",93.53,0.64,+0.69%,94.59,93.08,262845,"12:53 ET"
C,"Citigroup Inc",60.88,1.62,+2.73%,61.15,59.41,7911768,"12:52 ET"
CAG,"Conagra Brands Inc",36.46,0.47,+1.31%,36.49,36.06,632914,"12:50 ET"
CAH,"Cardinal Health",53.99,0.36,+0.67%,54.29,53.64,343179,"12:52 ET"
CARR,"Carrier Global Corp [Carr/I]",38.07,0.039999999999999,+0.11%,38.29,37.8,661336,"12:53 ET"
CAT,"Caterpillar Inc",177.83,1.25,+0.71%,178.85,177.01,682189,"12:52 ET"
CB,"Chubb Ltd",150.93,0.76000000000002,+0.51%,151.92,150.39,300525,"12:50 ET"
CBOE,"CBOE Global Markets Inc",91.67,0.96000000000001,+1.06%,91.79,91.12,126799,"12:52 ET"
CBRE,"CBRE Group Inc",63.31,0.74,+1.18%,63.84,62.76,282526,"12:50 ET"
CCI,"Crown Castle International Corp",154.81,1.32,+0.86%,155.38,153.39,751057,"12:52 ET"
CCL,"Carnival Corp",20.84,1.03,+5.20%,21.07,19.85,21752347,"12:53 ET"
CDNS,"Cadence Design Sys",133.49,-0.88,-0.65%,135.99,132.72,466494,"12:53 ET"
CDW,"CDW Corp",130.57,-0.18000000000001,-0.14%,132.59,130.4,338693,"12:50 ET"
CE,"Celanese Corp",130.64,0.42999999999998,+0.33%,132.11,130.25,146572,"12:49 ET"
CERN,"Cerner Corp",78.05,0.67,+0.87%,78.23,77.35,245707,"12:53 ET"
CF,"Cf Industries Holdings",36.69,0.47,+1.30%,36.95,36.3,362071,"12:51 ET"
CFG,"Citizens Financial Group Inc/Ri",35.36,1.12,+3.27%,35.56,34.57,1034401,"12:52 ET"
CHD,"Church & Dwight Company",87.18,0.62,+0.72%,87.37,86.67,182063,"12:50 ET"
CHRW,"C.H. Robinson Ww",93.68,-0.70999999999999,-0.75%,95.2,93.26,391892,"12:53 ET"
CHTR,"Charter Communicatio",651.59,10.49,+1.64%,651.74,640.03,1106569,"12:51 ET"
CI,"Cigna Corp",200.01,5.04,+2.59%,200.45,195,591289,"12:53 ET"
CINF,"Cincinnati Financial",85.33,1.37,+1.63%,87.9,84.67,456215,"12:52 ET"
CL,"Colgate-Palmolive Company",84.84,0.44,+0.52%,84.96,84.2,1090372,"12:53 ET"
CLX,"Clorox Company",203.28,1.89,+0.94%,203.5,201.02,271863,"12:52 ET"
CMA,"Comerica Inc",56.02,1.87,+3.45%,56.43,54.48,361768,"12:52 ET"
CMCSA,"Comcast Corp A",50.03,0.009999999999998,+0.02%,50.24,49.65,4773176,"12:53 ET"
CME,"CME Group Inc",182.59,1.59,+0.88%,183.3,181.3,651489,"12:52 ET"
CMG,"Chipotle Mexican Grill",1417.1,-9.2,-0.65%,1435.52,1412.19,76596,"12:52 ET"
CMI,"Cummins Inc",223.86,0.32000000000002,+0.14%,224.92,221.98,156855,"12:49 ET"
CMS,"Cms Energy Corp",58,0.4,+0.69%,58.28,57.68,313918,"12:53 ET"
CNC,"Centene Corp",58.71,0.64,+1.10%,59.21,58.42,1264106,"12:53 ET"
CNP,"Centerpoint Energy Inc",21.6,0.78,+3.75%,21.61,21.01,1319843,"12:53 ET"
COF,"Capital One Financial Corp",97.55,2.56,+2.70%,97.8,95.75,723553,"12:53 ET"
COG,"Cabot Oil & Gas Corp",17.12,0.33,+1.97%,17.35,16.67,1466350,"12:53 ET"
COO,"Cooper Companies",356.15,3.46,+0.98%,357.9,353.43,44197,"12:48 ET"
COP,Conocophillips,40.03,1,+2.56%,40.71,39.33,2647912,"12:53 ET"
COST,"Costco Wholesale",361.43,-0.59999999999997,-0.17%,363.1,359.5,837823,"12:52 ET"
CPB,"Campbell Soup Company",48.32,0.56,+1.17%,48.33,47.81,247051,"12:49 ET"
CPRT,"Copart Inc",123.6,0.55999999999999,+0.46%,124.09,123.08,219836,"12:53 ET"
CRM,"Salesforce.com Inc",228.71,-2.46,-1.06%,233.3,227.11,4011001,"12:52 ET"
CSCO,"Cisco Systems Inc",44.58,-0.11,-0.25%,44.82,44.37,4989753,"12:53 ET"
CSX,"CSX Corp",89.94,0.39,+0.44%,90.51,89.22,1749207,"12:53 ET"
CTAS,"Cintas Corp",341.69,-6.31,-1.81%,354.97,340.53,172344,"12:50 ET"
CTLT,"Catalent Inc",105.23,0.34,+0.32%,105.37,103.34,279368,"12:51 ET"
CTSH,"Cognizant Tech Sol",81.27,0.25,+0.31%,81.89,81.17,460517,"12:51 ET"
CTVA,"Corteva Inc",39.37,0.39,+1.00%,39.54,39.11,858759,"12:49 ET"
CTXS,"Citrix Systems Inc",133.37,0.65000000000001,+0.49%,134.09,132.28,446687,"12:51 ET"
CVS,"CVS Corp",68.29,1.07,+1.59%,68.48,67.28,2348235,"12:53 ET"
CVX,"Chevron Corp",85.83,1.47,+1.74%,86.66,84.78,3501795,"12:53 ET"
CXO,"Concho Resources Inc",58.3,1.53,+2.70%,59.3,57.26,472803,"12:52 ET"
D,"Dominion Resources",74.65,1.15,+1.56%,74.87,73.87,1205679,"12:51 ET"
DAL,"Delta Air Lines Inc",40.21,1.27,+3.26%,40.47,38.61,7765007,"12:53 ET"
DD,"Du Pont De.Nemours Inc",69.95,-0.47,-0.67%,71.04,69.85,4499782,"12:52 ET"
DE,"Deere & Company",268.81,-0.44999999999999,-0.17%,271.38,268.39,327245,"12:51 ET"
DFS,"Discover Financial Services",88.56,1.72,+1.98%,88.7,87.15,598579,"12:52 ET"
DG,"Dollar General Corp",212.96,-0.10999999999999,-0.05%,213.34,211.63,710328,"12:52 ET"
DGX,"Quest Diagnostics Inc",120.44,-0.76000000000001,-0.63%,122.1,120.42,297288,"12:51 ET"
DHI,"D.R. Horton",70.92,-1.4,-1.94%,72.55,70.51,770880,"12:52 ET"
DHR,"Danaher Corp",223.17,0.23999999999998,+0.11%,224.92,221.21,623058,"12:52 ET"
DIS,"Walt Disney Company",174.82,4.37,+2.56%,174.96,170.88,4004592,"12:53 ET"
DISCA,"Discovery Comm A",28.25,1.04,+3.82%,28.28,27.32,1539896,"12:53 ET"
DISCK,"Discovery Comm Inc",24.79,0.93,+3.90%,24.81,23.88,727477,"12:53 ET"
DISH,"Dish Network Corp",30.55,1.67,+5.78%,30.78,28.82,2783458,"12:52 ET"
DLR,"Digital Realty Trust",138.16,-0.38,-0.27%,139.96,138.13,640851,"12:51 ET"
DLTR,"Dollar Tree Inc",108.09,-0.89,-0.82%,109.43,107.52,606301,"12:52 ET"
DOV,"Dover Corp",124.4,0.96000000000001,+0.78%,125.36,123.73,234646,"12:51 ET"
DOW,"Dow Inc",55.06,0.39,+0.71%,55.77,54.67,1091905,"12:52 ET"
DPZ,"Domino's Pizza Inc",401.34,2.6199999999999,+0.66%,402.63,396.18,201384,"12:53 ET"
DRE,"Duke Realty Corp",39.2,-0.20999999999999,-0.53%,39.74,39.11,443806,"12:52 ET"
DRI,"Darden Restaurants",120.19,0.55,+0.46%,121.29,118.5,554752,"12:53 ET"
DTE,"Dte Energy Company",119.81,0.89,+0.75%,121,119.48,281511,"12:51 ET"
DUK,"Duke Energy Corp",89.65,0.12,+0.13%,90.75,89.43,677422,"12:52 ET"
DVA,"Davita Healthcare Partners Inc",115.52,0.33999999999999,+0.30%,115.86,114.92,137534,"12:53 ET"
DVN,"Devon Energy Corp",15.62,0.79,+5.33%,15.93,14.93,3083238,"12:52 ET"
DXC,"Dxc Technology Company",22.98,0.29,+1.28%,23.44,22.76,1170392,"12:53 ET"
DXCM,Dexcom,359.59,5.36,+1.51%,364.99,356.03,349879,"12:53 ET"
EA,"Electronic Arts Inc",141.73,2.3,+1.65%,141.95,138.63,828481,"12:53 ET"
EBAY,"Ebay Inc",51.76,0.14,+0.27%,52,51.28,2350172,"12:53 ET"
ECL,"Ecolab Inc",215.61,0.40000000000001,+0.19%,219.21,215.5,162131,"12:51 ET"
ED,"Consolidated Edison Company of New York",70.67,1.02,+1.46%,71.25,70.01,987539,"12:53 ET"
EFX,"Equifax Inc",193.57,-0.46000000000001,-0.24%,194.85,192.75,87439,"12:50 ET"
EIX,"Edison International",61.7,0.38,+0.62%,62.12,61.38,253899,"12:53 ET"
EL,"Estee Lauder Companies",261.03,3.57,+1.39%,261.81,256.94,256893,"12:52 ET"
EMN,"Eastman Chemical Company",100.97,-0.019999999999996,-0.02%,102.54,100.83,167249,"12:53 ET"
EMR,"Emerson Electric Company",79.86,0.53,+0.67%,80.43,79.32,764997,"12:52 ET"
EOG,"Eog Resources",49.99,1.14,+2.33%,50.93,49.28,1702997,"12:53 ET"
EQIX,"Equinix Inc",714.42,0.9799999999999,+0.14%,719.27,710.2,101359,"12:51 ET"
EQR,"Equity Residential",57.7,-0.15,-0.26%,58.78,57.59,314392,"12:52 ET"
ES,"Eversource Energy",83.75,0.18000000000001,+0.22%,84.4,83.43,342474,"12:50 ET"
ESS,"Essex Property Trust",233.59,-1.14,-0.49%,237.89,233.38,63600,"12:49 ET"
ETN,"Eaton Corp",117.42,0.81,+0.69%,118.66,117.01,446958,"12:49 ET"
ETR,"Entergy Corp",96.18,0.17,+0.18%,97.36,95.94,393592,"12:52 ET"
ETSY,"Etsy Inc",190.99,-6.39,-3.24%,198.19,190.1,1017541,"12:52 ET"
EVRG,"Evergy Inc",53.43,0.78,+1.48%,53.55,52.82,1102236,"12:52 ET"
EW,"Edwards Lifesciences Corp",89.36,1.36,+1.55%,90.06,88.5,745519,"12:50 ET"
EXC,"Exelon Corp",42.01,0.25,+0.60%,42.43,41.77,1098796,"12:53 ET"
EXPD,"Expeditors Intl",94.98,0.28,+0.30%,95.64,94.01,196249,"12:52 ET"
EXPE,"Expedia Group Inc",127.31,4.16,+3.38%,128.15,123.15,683781,"12:50 ET"
EXR,"Extra Space Storage Inc",114.15,-1.04,-0.90%,115.7,113.38,190764,"12:52 ET"
F,"Ford Motor Company",8.99,0.2,+2.28%,8.99,8.79,24569623,"12:52 ET"
FANG,"Diamondback Energy",47.51,3.46,+7.85%,48.39,44.62,2379345,"12:52 ET"
FAST,"Fastenal Company",49.19,-0.28,-0.57%,49.79,48.9,403304,"12:52 ET"
FB,"Facebook Inc",270.48,3.39,+1.27%,271.18,266.23,6956831,"12:53 ET"
FBHS,"Fortune Brands Home & Security",87.69,-0.090000000000003,-0.10%,88.22,86.34,190197,"12:52 ET"
FCX,"Freeport-Mcmoran Inc",25,0.75,+3.09%,25.25,24.3,7849048,"12:53 ET"
FDX,"Fedex Corp",271.91,-1.3699999999999,-0.50%,276.64,271.26,1249583,"12:52 ET"
FE,"Firstenergy Corp",29.7,-0.25,-0.83%,30.28,29.53,2054083,"12:51 ET"
FFIV,"F5 Networks Inc",176.83,1.19,+0.68%,177.91,175.28,132953,"12:51 ET"
FIS,"Fidelity National Information Services",134.47,-0.34,-0.25%,135.58,133.95,3101042,"12:52 ET"
FISV,"Fiserv Inc",110.85,0.33,+0.30%,111.13,109.61,1270238,"12:53 ET"
FITB,"Fifth Third Bncp",27.73,0.8,+2.97%,27.88,27.07,1544696,"12:52 ET"
FLIR,"Flir Systems Inc",44.75,3.25,+7.83%,44.96,42.28,1246394,"12:53 ET"
FLS,"Flowserve Corp",36.7,0.41,+1.13%,37.27,36.4,160535,"12:51 ET"
FLT,"Fleetcor Technologies",270.85,1.39,+0.52%,272.52,268.56,150192,"12:52 ET"
FMC,"FMC Corp",114.42,0.75,+0.66%,115.33,113.74,115961,"12:47 ET"
FOX,"Fox Corp Cl B",27.72,0.74,+2.74%,27.81,27.03,446859,"12:51 ET"
FOXA,"Fox Corp Cl A",28.1,0.83,+3.04%,28.17,27.29,926804,"12:53 ET"
FRC,"First Republic Bank",139.82,3.17,+2.32%,139.95,137.22,196366,"12:52 ET"
FRT,"Federal Realty Investment Trust",86.82,0.8,+0.93%,87.6,86.19,156961,"12:49 ET"
FTI,"Technipfmc Plc",9.42,0.46,+5.13%,9.64,9.27,1308040,"12:53 ET"
FTNT,"Fortinet Inc",151.14,-1.01,-0.66%,153.75,150.32,494887,"12:53 ET"
FTV,"Fortive Corp",69.33,0.87,+1.27%,69.51,68.19,1306438,"12:53 ET"
GD,"General Dynamics Corp",149.03,2.53,+1.73%,149.4,147,344648,"12:51 ET"
GE,"General Electric Company",10.89,0.28,+2.64%,10.95,10.62,30345230,"12:52 ET"
GILD,"Gilead Sciences Inc",57.27,0.27,+0.47%,57.62,56.9,4205238,"12:53 ET"
GIS,"General Mills",58.81,0.21,+0.36%,59.2,58.62,870712,"12:52 ET"
GL,"Globe Life Inc",93.51,1.76,+1.92%,93.63,92.11,144657,"12:50 ET"
GLW,"Corning Inc",36.63,0.56,+1.55%,36.72,36.15,1123764,"12:52 ET"
GM,"General Motors Company",42.34,1.44,+3.52%,42.47,41,6879820,"12:53 ET"
GOOG,"Alphabet Cl C",1732.2,8.7,+0.50%,1747.99,1725.04,347714,"12:53 ET"
GOOGL,"Alphabet Cl A",1726.82,6.5999999999999,+0.38%,1744.11,1721.2,432131,"12:49 ET"
GPC,"Genuine Parts Company",99.05,0.41,+0.42%,100.33,98.55,212666,"12:52 ET"
GPN,"Global Payments Inc",199.15,1.32,+0.67%,199.82,196.92,510201,"12:52 ET"
GPS,"Gap Inc",20.65,0.58,+2.89%,20.68,20.02,2327525,"12:51 ET"
GRMN,"Garmin Ltd",120.18,1.04,+0.87%,121.34,119.77,183387,"12:53 ET"
GS,"Goldman Sachs Group",258.43,8.34,+3.33%,258.44,250.31,1507361,"12:53 ET"
GWW,"W.W. Grainger",408.54,-1.79,-0.44%,411.49,403.43,149173,"12:51 ET"
HAL,"Halliburton Company",19.55,0.43,+2.25%,19.98,19.23,4030802,"12:51 ET"
HAS,"Hasbro Inc",92.49,0.11,+0.12%,93.44,91.84,289976,"12:52 ET"
HBAN,"Huntington Bcshs",12.41,0.28,+2.31%,12.43,12.19,7182170,"12:52 ET"
HBI,"Hanesbrands Inc",14.66,0.59,+4.19%,14.84,14.08,3088298,"12:52 ET"
HCA,"Hca Holdings Inc",165.57,2.3,+1.41%,166.2,164.42,230191,"12:47 ET"
HD,"Home Depot",269.49,-0.55000000000001,-0.20%,271,268.2,924855,"12:53 ET"
HES,"Hess Corp",53.89,1.8,+3.46%,54.93,52.69,438642,"12:53 ET"
HFC,"Hollyfrontier Corp",25.62,1.3,+5.35%,25.89,24.41,581570,"12:49 ET"
HIG,"Hartford Financial Services Group",48.49,0.85,+1.78%,48.75,47.95,564513,"12:52 ET"
HII,"Huntington Ingalls Industries",166.04,2.41,+1.47%,166.7,163.98,59358,"12:52 ET"
HLT,"Hilton Inc",105.49,2.54,+2.47%,106.21,102.95,833908,"12:52 ET"
HOLX,"Hologic Inc",75.15,0.48,+0.64%,75.54,74.39,588509,"12:52 ET"
HON,"Honeywell International Inc",210.8,2.86,+1.38%,212.14,208.62,716102,"12:52 ET"
HPE,"Hewlett Packard Enterprise Comp",11.8,0.19,+1.64%,11.88,11.66,2599328,"12:53 ET"
HPQ,"Hp Inc",24.39,0.23,+0.95%,24.46,24.03,2108984,"12:53 ET"
HRL,"Hormel Foods Corp",47.25,0.22,+0.47%,47.38,47.01,320869,"12:53 ET"
HSIC,"Henry Schein Inc",66.62,0.52000000000001,+0.79%,66.96,66.08,138558,"12:51 ET"
HST,"Host Marriott Financial Trust",14.03,0.41,+3.01%,14.04,13.7,2544443,"12:52 ET"
HSY,"Hershey Foods Corp",149.75,1.13,+0.76%,150.29,149.17,206081,"12:52 ET"
HUM,"Humana Inc",406.1,17.66,+4.55%,408.18,389.5,787751,"12:53 ET"
HWM,"Howmet Aerospace Inc",27.6,1.14,+4.31%,27.91,26.7,1328572,"12:52 ET"
IBM,"International Business Machines",124.81,1.2,+0.97%,125.21,123.74,1191440,"12:52 ET"
ICE,"Intercontinental Exchange",113.3,0.14,+0.12%,114.29,112.77,398839,"12:53 ET"
IDXX,"Idexx Laboratories",497.37,-1.78,-0.36%,502.92,492.69,79238,"12:53 ET"
IEX,"Idex Corp",195.94,-0.44999999999999,-0.23%,197.7,194.31,84523,"12:52 ET"
IFF,"International Flavors & Fragrances",112.05,-2.91,-2.53%,114.83,111.54,681194,"12:53 ET"
ILMN,"Illumina Inc",370.87,-0.089999999999975,-0.02%,374.18,368.24,252245,"12:52 ET"
INCY,"Incyte Corp",88.38,0.39,+0.44%,88.96,87.54,144131,"12:52 ET"
INFO,"IHS Markit Ltd",87.41,0.53999999999999,+0.62%,88.26,87.07,876093,"12:52 ET"
INTC,"Intel Corp",46.39,0.22,+0.48%,46.79,45.97,9162404,"12:53 ET"
INTU,"Intuit Inc",381.14,1.17,+0.31%,383.94,378.04,388406,"12:52 ET"
IP,"International Paper Company",49.65,0.25,+0.51%,49.97,49.3,597517,"12:53 ET"
IPG,"Interpublic Group of Companies",23.62,0.56,+2.43%,23.68,23.13,1331346,"12:52 ET"
IPGP,"Ipg Photonics Corp",221.73,2.97,+1.36%,222.12,217.34,32335,"12:45 ET"
IQV,"Iqvia Holdings Inc",176.28,-0.69999999999999,-0.40%,178.99,174.89,391870,"12:50 ET"
IR,"Ingersoll Rand Inc",45.56,0.039999999999999,+0.09%,45.99,45.33,289177,"12:52 ET"
IRM,"Iron Mountain Inc",29.69,0.1,+0.34%,29.87,29.57,823405,"12:52 ET"
ISRG,"Intuitive Surg Inc",818.28,3.03,+0.37%,826.81,810,182299,"12:52 ET"
IT,"Gartner Inc",158.56,2.13,+1.36%,159.09,156.46,106016,"12:52 ET"
ITW,"Illinois Tool Works Inc",203.45,1.06,+0.52%,204.35,202.49,204668,"12:52 ET"
IVZ,"Invesco Plc",17.54,0.56,+3.30%,17.67,16.98,1202536,"12:51 ET"
J,"Jacobs Engineering Group Inc",107.46,1.35,+1.27%,108.17,106.53,130573,"12:47 ET"
JBHT,"J B Hunt Transport",138.5,-1.36,-0.97%,141.14,137.86,158563,"12:51 ET"
JCI,"Johnson Controls Intl",45.78,0.14,+0.31%,46.17,45.49,862973,"12:51 ET"
JKHY,"Jack Henry & Assoc",156.97,2.25,+1.45%,157.99,154.98,205445,"12:51 ET"
JNJ,"Johnson & Johnson",152.64,-0.080000000000013,-0.05%,153.6,151.9,1824523,"12:53 ET"
JNPR,"Juniper Networks",22.47,0.099999999999998,+0.45%,22.56,22.24,1426169,"12:51 ET"
JPM,"JP Morgan Chase & Company",125.88,4.21,+3.46%,125.9,122,6219625,"12:52 ET"
K,"Kellogg Company",61.86,0.67,+1.09%,61.96,61.3,417065,"12:50 ET"
KEY,Keycorp,16.34,0.6,+3.81%,16.4,15.91,2595255,"12:51 ET"
KEYS,"Keysight Technologies Inc Comm",130.92,2.23,+1.73%,131.86,128.69,469503,"12:51 ET"
KHC,"Kraft Heinz Company",34.94,0.55,+1.60%,34.94,34.25,1287821,"12:52 ET"
KIM,"Kimco Realty Corp",14.54,0.15,+1.04%,14.72,14.42,708296,"12:51 ET"
KLAC,"K L A-Tencor Corp",256.6,-0.98999999999995,-0.38%,258.59,253.87,298690,"12:50 ET"
KMB,"Kimberly-Clark Corp",133.36,0.69000000000003,+0.52%,133.72,132.68,510104,"12:53 ET"
KMI,"Kinder Morgan",13.9,0.12,+0.87%,14.08,13.83,6801046,"12:52 ET"
KMX,"Carmax Inc",93.3,0.97,+1.05%,93.71,92,1201792,"12:52 ET"
KO,"Coca-Cola Company",53.19,0.43,+0.82%,53.39,52.84,2977883,"12:53 ET"
KR,"Kroger Company",31.52,0.63,+2.04%,31.52,30.85,3916238,"12:52 ET"
KSU,"Kansas City Southern",199.53,3.56,+1.82%,199.82,196.33,232868,"12:53 ET"
L,"Loews Corp",44.24,1.19,+2.76%,44.3,43.49,227612,"12:51 ET"
LB,"L Brands Inc",39.01,1.01,+2.66%,39.15,37.69,821444,"12:53 ET"
LDOS,"Leidos Holdings Inc",104.97,2.62,+2.56%,105.26,103.05,176734,"12:52 ET"
LEG,"Leggett & Platt Inc",41.6,0.31,+0.75%,42.07,41.5,284492,"12:46 ET"
LEN,"Lennar Corp",78.53,-1.81,-2.25%,80.52,78.16,810712,"12:52 ET"
LH,"Laboratory Corp of America Holdings",203.21,-0.17999999999998,-0.09%,204.78,202.55,117110,"12:45 ET"
LHX,"L3Harris Technologies Inc",186.7,2.59,+1.41%,187.31,184.09,324317,"12:51 ET"
LIN,"Linde Plc",256.39,2.93,+1.16%,257.45,254.89,362655,"12:53 ET"
