Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
TREX,"Trex Company",85.81,-0.22,-0.26%,86.75,85.12,166607,"12:52 ET"
TRIP,"Tripadvisor Inc",26.36,0.48,+1.85%,26.51,25.59,576771,"12:52 ET"
TRMB,"Trimble Navigation",66.71,0.52999999999999,+0.80%,67.12,66.03,145674,"12:51 ET"
TRMK,"Trustmark Corp",27.01,0.7,+2.66%,27.05,26.53,33781,"12:49 ET"
TRN,"Trinity Industries",26.55,0.050000000000001,+0.19%,26.87,26.36,254862,"12:48 ET"
TTC,"Toro Company",93.72,-0.51000000000001,-0.54%,94.72,93.19,82553,"12:50 ET"
TTEK,"Tetra Tech Inc",115.48,-0.17,-0.15%,116.79,115.07,110701,"12:51 ET"
TXRH,"Texas Roadhouse Inc",78.78,-1.66,-2.06%,81.94,78.78,220881,"12:53 ET"
UBSI,"United Bkshs Inc",31.46,0.85,+2.78%,31.65,30.95,143408,"12:53 ET"
UE,"Urban Edge Properties",13.43,-0.030000000000001,-0.22%,13.81,13.38,213471,"12:50 ET"
UFS,"Domtar Corp",30.92,0.21,+0.68%,31.54,30.84,90327,"12:49 ET"
UGI,"Ugi Corp",34.88,0.38,+1.10%,35.25,34.62,185981,"12:52 ET"
UMBF,"Ump Financial Corp",69.62,1.82,+2.68%,70.23,68.76,46072,"12:52 ET"
UMPQ,"Umpqua Holdings Corp",15.07,0.43,+2.94%,15.12,14.67,379267,"12:53 ET"
UNVR,"Univar Inc",18.66,0.38,+2.08%,18.72,18.38,223540,"12:49 ET"
URBN,"Urban Outfitters Inc",26.75,0.99,+3.84%,26.95,26,602480,"12:53 ET"
UTHR,"United Therapeutic",147.02,0.67000000000002,+0.46%,147.82,145.46,72134,"12:51 ET"
VAC,"Marriot Vacations Worldwide Cor",133.21,1.46,+1.11%,134.79,132.21,58893,"12:50 ET"
VC,"Visteon Corp",127.69,2.29,+1.83%,128.65,125.55,72435,"12:53 ET"
VLY,"Valley National Bancorp",9.7,0.24,+2.54%,9.75,9.55,460538,"12:51 ET"
VMI,"Valmont Industries",173.21,-0.19,-0.11%,174.76,172.32,21737,"12:41 ET"
VSAT,"Viasat Inc",32.59,0.56,+1.75%,33.3,31.96,427828,"12:53 ET"
VSH,"Vishay Intertechnology",20.4,0.36,+1.80%,20.55,20.24,264824,"12:52 ET"
VVV,"Valvoline Inc",23.44,0.28,+1.21%,23.56,23.22,232091,"12:52 ET"
WAFD,"Washington Federal",25.4,0.55,+2.21%,25.51,24.85,115110,"12:53 ET"
WBS,"Webster Financial Corp",42.41,1.34,+3.26%,42.6,41.47,112560,"12:50 ET"
WEN,"Wendys Company",22.18,-0.19,-0.85%,22.53,22.18,428408,"12:53 ET"
WERN,"Werner Enterprise",39.62,-0.2,-0.50%,40.04,39.41,127920,"12:51 ET"
WEX,"Wex Inc",202.95,3.01,+1.51%,203.89,200.07,49786,"12:36 ET"
WH,"Wyndham Hotels & Resorts Inc",56.09,1.59,+2.92%,56.25,54.54,237720,"12:51 ET"
WING,"Wingstop Inc",138.79,-6.28,-4.33%,145.58,138.78,123366,"12:53 ET"
WOR,"Worthington Industries",49.84,0.65000000000001,+1.32%,50.26,49.21,61806,"12:53 ET"
WPX,"Wpx Energy Inc",8.05,0.44,+5.78%,8.19,7.74,1725168,"12:52 ET"
WRI,"Weingarten Realty Investors",21.44,0.13,+0.61%,21.76,21.34,100135,"12:50 ET"
WSM,Williams-Sonoma,107.62,-0.22,-0.20%,108.75,107.09,196307,"12:50 ET"
WSO,"Watsco Inc",234.93,1.98,+0.85%,235.38,232.26,39940,"12:38 ET"
WTFC,"Wintrust Finl Corp",61.58,1.29,+2.14%,62.24,60.47,192486,"12:49 ET"
WTRG,"Essential Utilities Inc",45.9,0.66,+1.46%,46.18,45.51,199618,"12:50 ET"
WW,"Weight Watchers International Inc",27.36,1.16,+4.43%,27.54,26.29,413204,"12:50 ET"
WWD,"Woodward Inc",121.53,2.26,+1.89%,122.91,119.46,120855,"12:50 ET"
WWE,"World Wrestling Entertainment",48.49,1.35,+2.86%,48.83,47.14,349941,"12:53 ET"
WYND,"Wyndham Destinations Inc",42.65,0.49,+1.16%,43.39,42.33,153590,"12:53 ET"
X,"United States Steel Corp",17,0.12,+0.71%,17.68,16.86,6058965,"12:53 ET"
XEC,"Cimarex Energy Company",38.71,1.5,+4.03%,39.36,37.66,669831,"12:53 ET"
XPO,"Xpo Logistics Inc",118.31,0.46000000000001,+0.39%,119.08,117.63,219855,"12:51 ET"
Y,"Alleghany Corp",596.89,13.99,+2.40%,599.17,586.21,12401,"12:47 ET"
YELP,"Yelp Inc",28.39,1.46,+5.42%,28.39,26.84,629241,"12:53 ET"
"Downloaded from Barchart.com as of 12-23-2020 11:53am CST"
