Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
DIOD,"Diodes Inc",68.37,0.42,+0.62%,68.15,69.54,67.88,36370,"12:49 ET"
DISCA,"Discovery Comm A",28.26,1.05,+3.86%,27.4,28.28,27.32,1495777,"12:50 ET"
DISCK,"Discovery Comm Inc",24.81,0.95,+3.98%,23.97,24.81,23.88,709446,"12:49 ET"
DISH,"Dish Network Corp",30.58,1.7,+5.89%,28.98,30.78,28.82,2749302,"12:49 ET"
DKNG,"Draftkings Inc",54.32,1.92,+3.66%,52.58,54.57,51.41,7813286,"12:49 ET"
DLTR,"Dollar Tree Inc",108.07,-0.91000000000001,-0.84%,109.43,109.43,107.52,595756,"12:48 ET"
DNLI,"Denali Therapeutics Inc",87.48,-6.08,-6.50%,93.24,93.24,81.65,689924,"12:46 ET"
DOCU,"Docusign Inc",245.82,-5.78,-2.30%,252,253,242.61,1126257,"12:49 ET"
DOMO,"Domo Inc Cl B",70.26,-1.33,-1.86%,71.11,72,68.46,305847,"12:49 ET"
DOOO,"Brp Inc",66.37,0.74000000000001,+1.13%,66.07,66.81,64.69,14446,"12:45 ET"
DORM,"Dorman Products Inc",87.69,-0.18000000000001,-0.20%,87.48,89.05,87.4,18875,"12:49 ET"
DOX,"Amdocs Ltd Ord",69.58,0.42,+0.61%,69.43,69.6,68.62,152035,"12:46 ET"
DRNA,"Dicerna Pharmaceutic",23.11,-0.09,-0.39%,23.2,23.33,22.56,124159,"12:42 ET"
DSGX,"Descartes Sys Group",59.99,-0.65,-1.07%,60.52,60.65,59.5,38328,"12:48 ET"
DXCM,Dexcom,359.98,5.75,+1.62%,357.17,364.99,356.03,349191,"12:49 ET"
EA,"Electronic Arts Inc",141.78,2.35,+1.69%,139.52,141.95,138.63,812981,"12:49 ET"
EBAY,"Ebay Inc",51.73,0.11,+0.21%,52,52,51.28,2313436,"12:49 ET"
EBC,"Eastern Bankshares Inc",16.56,0.16,+0.98%,16.4,16.64,16.14,1099712,"12:48 ET"
EBSB,"Meridian Bncp",14.67,0.33,+2.30%,14.31,14.74,14.31,42133,"12:49 ET"
EBTC,"Enterprise Bancorp",25.44,0.010000000000002,+0.04%,25.41,25.74,25.27,2167,"12:08 ET"
ECOL,"US Ecology Inc",35.73,-0.17,-0.47%,37.28,37.28,35.58,33439,"12:45 ET"
ECOR,"Electrocore Inc",1.61,-0.01,-0.62%,1.58,1.62,1.57,304307,"12:39 ET"
ECPG,"Encore Capital Group",37.96,1.12,+3.04%,37.09,38.34,37.09,127586,"12:45 ET"
EDIT,"Editas Medicine",83.24,2.18,+2.69%,80.8,84.39,75.1,1866209,"12:50 ET"
EEFT,"Euronet Worldwide",139.81,2.1,+1.52%,138.25,140.75,137.7,63908,"12:49 ET"
EFSC,"Enterprises Finl Svc",34.59,0.34,+0.99%,34.56,35.08,34.42,23083,"12:43 ET"
EGBN,"Eagle Bancorp Inc",40.01,0.59,+1.50%,39.64,40.62,39.61,21701,"12:42 ET"
EGOV,"Nic Inc",26.28,0.060000000000002,+0.23%,26.25,26.43,26.15,64268,"12:47 ET"
EHTH,"Ehealth Inc",72.74,0.78,+1.08%,72,73.3,71.54,111676,"12:49 ET"
EIDX,"Eidos Therapeutics Inc",126.22,0.28999999999999,+0.23%,126.04,127.77,124.29,14644,"12:50 ET"
ELOX,"Eloxx Pharmaceuticals Inc",4.38,0.34,+8.42%,4.03,4.74,4.03,108900,"12:29 ET"
ENPH,"Enphase Energy Inc",177.97,0.69999999999999,+0.39%,181.4,184.08,174.21,1645472,"12:49 ET"
ENSG,"The Ensign Group IN",73.46,0.38,+0.52%,73.87,74.7,73.26,47703,"12:44 ET"
ENTA,"Enanta Pharmaceutica",41.99,-1.3,-3.00%,43.3,43.3,41.96,23139,"12:46 ET"
ENTG,"Entegris Inc",96.48,-1.12,-1.15%,97.99,98.57,96.12,169704,"12:48 ET"
EPAY,"Bottomline Tech IN",49.46,0.75,+1.54%,49.01,49.64,48.9,39457,"12:49 ET"
EPZM,"Epizyme Inc",11.86,-0.15,-1.25%,12.13,12.17,11.76,240009,"12:43 ET"
EQIX,"Equinix Inc",715.22,1.78,+0.25%,714.92,719.27,710.2,100720,"12:44 ET"
ERIC,"Ericsson ADR",11.76,-0.02,-0.17%,11.78,11.8,11.67,3486862,"12:43 ET"
ERIE,"Erie Indemnity Company",250.54,0.5,+0.20%,251.96,256.77,247.77,53953,"12:49 ET"
ESGR,"Enstar Group Ltd",201.36,2.51,+1.26%,200.57,202.11,200.23,5062,"12:48 ET"
ESLT,"Elbit Systems Ltd",126.79,4.19,+3.42%,124.83,127.41,124.83,25754,"12:34 ET"
ESPR,"Esperion Theraptc",28.3,-0.37,-1.29%,28.88,28.93,28,156730,"12:42 ET"
ETSY,"Etsy Inc",190.86,-6.52,-3.30%,196.9,198.19,190.1,1013385,"12:50 ET"
EVBG,"Everbridge Inc",153.88,-0.74000000000001,-0.48%,154.5,154.54,148.47,180699,"12:47 ET"
EVOP,"Evo Payments Inc Cl A",26.43,-0.050000000000001,-0.19%,26.69,27,26.38,45990,"12:34 ET"
EWBC,"East West Bancorp",50.81,1.89,+3.86%,49.28,50.89,49.23,390404,"12:50 ET"
EXAS,"Exact Sciences Cor",142.4,0.28,+0.20%,143.02,144,140.04,530553,"12:49 ET"
EXC,"Exelon Corp",41.99,0.23,+0.55%,41.93,42.43,41.77,1091916,"12:48 ET"
EXEL,"Exelixis Inc",20.3,0.21,+1.05%,20.01,20.33,19.81,414768,"12:44 ET"
EXLS,"Exlservice Holdings",85.52,-0.18000000000001,-0.21%,86.17,86.46,85.08,19878,"12:49 ET"
EXPD,"Expeditors Intl",94.97,0.27,+0.29%,95.13,95.64,94.01,194195,"12:49 ET"
EXPE,"Expedia Group Inc",127.17,4.02,+3.26%,123.99,128.15,123.15,673733,"12:49 ET"
EXPI,"Exp Realty International",80.09,-1.51,-1.85%,82.33,82.5,78.45,343840,"12:49 ET"
EXPO,"Exponent Inc",87.72,0.26000000000001,+0.30%,87.4,88.14,87.19,52635,"12:49 ET"
EYE,"National Vision Holdings Inc",47.77,0.050000000000004,+0.10%,48.05,48.65,47.73,101527,"12:50 ET"
EYEG,"Eyegate Pharma",5.94,0.23,+4.03%,5.6,6.1,5.5,356964,"12:42 ET"
FANG,"Diamondback Energy",47.34,3.29,+7.47%,44.88,48.39,44.62,2364979,"12:49 ET"
FANH,"Fanhua Inc",12.08,0.15,+1.26%,11.91,12.27,11.89,28737,"12:29 ET"
FARO,"Faro Tech Inc",72.09,0.79000000000001,+1.11%,71.57,72.23,71.41,13377,"12:38 ET"
FAST,"Fastenal Company",49.19,-0.28,-0.57%,49.78,49.79,48.9,396742,"12:49 ET"
FATE,"Fate Therapeutics",100.26,-0.69,-0.68%,100.97,101.49,95.91,377718,"12:48 ET"
FB,"Facebook Inc",270.45,3.36,+1.26%,266.89,271.14,266.23,6843061,"12:49 ET"
FBNC,"First Bancorp [Nc]",33.11,0.5,+1.53%,32.73,33.5,32.71,17844,"12:31 ET"
FBRX,"Forte Biosciences Inc",38.4,-2.63,-6.41%,41.45,41.56,38.39,31258,"12:36 ET"
FCFS,"First Cash Fin Svcs",69.53,0.17,+0.25%,69.57,71.21,69.2,63549,"12:34 ET"
FCNCA,"First Citizens Bancs",589.2,16.48,+2.88%,572.5,590.1,570.4,29187,"12:49 ET"
FELE,"Franklin Electric Company",68.82,0.63,+0.92%,68.67,69.1,67.93,21730,"12:49 ET"
FEYE,"Fireeye Inc",24.45,2.05,+9.15%,22.42,25.53,21.85,29837114,"12:49 ET"
FFBC,"First Finl Bncp [Oh]",17.16,0.41,+2.45%,16.89,17.43,16.89,104185,"12:46 ET"
FFIC,"Flushing Finl Corp",16.01,0.3,+1.91%,15.79,16.26,15.79,30991,"12:47 ET"
FFIN,"First Finl Bkshs Inc",35.76,0.95,+2.73%,35.17,35.86,35.08,88680,"12:49 ET"
FFIV,"F5 Networks Inc",176.75,1.11,+0.63%,176.98,177.91,175.28,132367,"12:49 ET"
FGEN,"Fibrogen Inc CS",40.01,-0.44,-1.09%,40.82,40.82,39.82,232721,"12:44 ET"
FHB,"First Hawaiian Inc",23.41,0.67,+2.95%,22.83,23.44,22.83,198317,"12:49 ET"
FIBK,"First Interstate Ban",40.39,0.65,+1.64%,39.78,40.61,39.78,47437,"12:46 ET"
FISV,"Fiserv Inc",110.86,0.34,+0.31%,111.04,111.13,109.61,1259150,"12:49 ET"
FITB,"Fifth Third Bncp",27.71,0.78,+2.90%,27.12,27.88,27.07,1536984,"12:49 ET"
FIVE,"Five Below Inc",157.22,0.52000000000001,+0.33%,156.52,157.85,156.37,226516,"12:46 ET"
FIVN,"Five9 Inc",181.54,-5.11,-2.74%,187.32,190.14,181.29,268594,"12:49 ET"
FIZZ,"Natl Beverage Cp",86.5,0.38,+0.44%,86.38,88.03,85.93,58481,"12:49 ET"
FLEX,"Flextronics Intl Ltd",18.25,0.25,+1.39%,18.09,18.36,18.06,1302321,"12:50 ET"
FLIC,"First of Long Isla",17.48,0.18,+1.04%,17.27,17.56,17.27,20689,"12:36 ET"
FLIR,"Flir Systems Inc",44.79,3.29,+7.93%,42.88,44.96,42.28,1191079,"12:50 ET"
FLWS,1-800-Flowers.com,25.76,-0.28,-1.08%,25.97,26.16,25.18,213144,"12:45 ET"
FMAO,"Farmers & Merch Banc",22.51,-0.58,-2.51%,23.09,23.09,22.51,1212,"12:30 ET"
FMBI,"First Midwest Bncp",15.63,0.5,+3.30%,15.29,15.67,15.2,168757,"12:46 ET"
FMTX,"Forma Therapeutics Holdings Inc",39.33,0.91,+2.37%,38.4,39.34,38.11,224134,"12:48 ET"
FNLC,"First Bancorp Inc",24.78,0.24,+0.98%,24.95,24.95,24.74,1639,"12:19 ET"
FOCS,"Focus Financial Partners Inc Cl A",45.36,0.17,+0.38%,45.91,47,45,62061,"12:49 ET"
FOLD,"Amicus Therapeutics",24.15,-0.74,-2.97%,25.04,25.12,24,350529,"12:49 ET"
FORM,"Formfactor Inc",42.09,-0.26,-0.61%,42.45,42.74,41.78,88107,"12:48 ET"
FORR,"Forrester Resrch",39.65,-0.59,-1.47%,40.6,41.18,39.5,6431,"12:35 ET"
FOX,"Fox Corp Cl B",27.7,0.72,+2.67%,27.08,27.81,27.03,444082,"12:48 ET"
FOXA,"Fox Corp Cl A",28.08,0.81,+2.97%,27.35,28.17,27.29,918315,"12:48 ET"
FOXF,"Fox Factory Cp",105.62,0.94,+0.90%,105.03,107.01,104.51,61465,"12:49 ET"
FPRX,"Five Prime Thera",18.95,-0.14,-0.73%,19,19.09,18.59,159787,"12:50 ET"
FRG,"Franchise Group Inc",29.34,0.59,+2.05%,28.42,30.72,27.96,390362,"12:48 ET"
FRHC,"Freedom Holding Corp",52.32,2.35,+4.70%,53.4,53.85,50,1210877,"12:39 ET"
FRME,"First Merchants Corp",36.18,0.73,+2.06%,35.79,36.44,35.5,36222,"12:38 ET"
FROG,"Jfrog Ltd",68.81,1.29,+1.91%,67.48,68.92,66.1,750550,"12:47 ET"
FRPT,"Freshpet Inc CS",143.64,-0.70000000000002,-0.48%,145.13,147.56,141.35,95444,"12:42 ET"
FRTA,"Forterra Inc",17.62,0.080000000000002,+0.46%,17.79,18.03,17.5,151104,"12:47 ET"
FSLR,"First Solar Inc",102.38,-2.78,-2.64%,107.37,109.09,102.35,1753464,"12:49 ET"
FSV,"Firstsrvce Sub VT Sh",134.83,-1.37,-1.01%,136.02,136.36,134.08,11616,"12:48 ET"
FTDR,"Frontdoor Inc",50.56,0.28,+0.56%,50.17,50.7,50.17,38055,"12:31 ET"
FTNT,"Fortinet Inc",150.98,-1.17,-0.77%,152.56,153.75,150.32,487687,"12:49 ET"
FULT,"Fulton Financial Cor",12.77,0.39,+3.15%,12.54,12.81,12.4,366971,"12:49 ET"
FUTU,"Futu Holdings Ltd",40.4,-0.11,-0.27%,40.99,41.68,40.24,2658349,"12:50 ET"
FWONK,"Liberty Media F1 Series K",41.54,1.41,+3.51%,40.69,41.72,40.15,316732,"12:41 ET"
FWRD,"Foward Air Corp",75.45,-0.34,-0.45%,75.98,76.44,75.35,12394,"12:35 ET"
GABC,"German Amer Bncp Inc",31.8,0.48,+1.53%,31.44,31.85,31.19,4976,"12:30 ET"
GASS,"Stealthgas Inc",2.35,0.11,+4.91%,2.25,2.36,2.25,90812,"12:33 ET"
GBCI,"Glacier Bancorp Inc",45.6,0.92,+2.06%,45.3,45.95,44.34,103179,"12:49 ET"
GBT,"Global Blood Ther",44.89,-0.54,-1.19%,45.62,45.99,44.84,226831,"12:42 ET"
GDEN,"Golden Entmt",20.03,0.63,+3.25%,19.67,20.18,19.59,48794,"12:34 ET"
GDS,"Gds Holdings Ltd",93.33,-0.17,-0.18%,93.67,94.47,92.01,180776,"12:47 ET"
GEOS,"Geospace Technologie",10.15,0,0.00%,10.28,10.28,10.09,35541,"12:31 ET"
GH,"Guardant Health Inc",138.12,2.19,+1.61%,136.27,138.17,134.37,553667,"12:49 ET"
GILD,"Gilead Sciences Inc",57.28,0.28,+0.49%,56.9,57.62,56.9,4149540,"12:50 ET"
GLNG,"Golar Lng Ltd",9.27,0.49,+5.58%,8.86,9.36,8.85,634351,"12:48 ET"
GLPG,"Galapagos NV",99.41,1.48,+1.51%,101,101.12,98.89,142530,"12:44 ET"
GLPI,"Gaming & Leisure",42.87,0.11,+0.26%,43.06,43.39,42.73,150504,"12:49 ET"
GLUU,"Glu Mobile Inc",9.73,0.16,+1.67%,9.61,9.78,9.44,957935,"12:47 ET"
GLYC,"Glycomimetics Inc",4.23,0.13,+3.17%,4.17,4.3,4.12,311114,"12:47 ET"
GNTX,"Gentex Corp",34.2,0.39,+1.15%,33.95,34.3,33.89,312166,"12:49 ET"
GO,"Grocery Outlet Holding Corp",40.25,0.83,+2.11%,39.42,40.45,39.29,240274,"12:48 ET"
GOGL,"Golden Ocean Gp",4.6,0.09,+2.00%,4.58,4.64,4.57,50394,"12:42 ET"
GOOD,"Gladstone Comml",17.86,0,0.00%,17.89,18.11,17.83,77102,"12:31 ET"
GOOG,"Alphabet Cl C",1732.69,9.1900000000001,+0.53%,1728.11,1747.99,1725.04,341537,"12:48 ET"
GOOGL,"Alphabet Cl A",1726.82,6.5999999999999,+0.38%,1723.93,1744.11,1721.2,427170,"12:49 ET"
GOSS,"Gossamer Bio Inc",10.42,-0.2,-1.88%,10.78,10.95,10.28,134225,"12:50 ET"
GRBK,"Green Brick Partners",22.91,-0.97,-4.06%,23.9,24.08,22.9,152179,"12:49 ET"
GRFS,"Grifols S.A.",18.81,-0.12,-0.63%,18.95,18.95,18.66,472954,"12:42 ET"
GRMN,"Garmin Ltd",120.22,1.08,+0.91%,119.77,121.34,119.77,179162,"12:46 ET"
GSBC,"Great Southern Bncp",49.19,0.98999999999999,+2.05%,48.35,49.28,48.23,13906,"12:40 ET"
GSHD,"Goosehead Insurance Inc Cl A",125.36,-1.74,-1.37%,126.7,128.72,123.25,35336,"12:44 ET"
GSM,"Ferroglobe Plc Os",1.56,-0.02,-1.27%,1.55,1.6,1.53,301547,"12:43 ET"
GT,"Goodyear Tire Rubber",10.25,0.24,+2.40%,10.1,10.39,10.09,1437027,"12:49 ET"
GTLS,"Chart Industries IN",122.75,3.8,+3.19%,120.9,123.27,119.52,111734,"12:47 ET"
GTYH,"Gty Technology Holdings Inc",4.77,0.09,+1.92%,4.85,4.89,4.72,42897,"12:31 ET"
GWPH,"Gw Pharma ADR",121.89,-0.81,-0.66%,122.19,123,121.11,177179,"12:49 ET"
HAIN,"Hain Celestial Group",39.71,0.72,+1.85%,39.32,39.83,39.2,152207,"12:46 ET"
HALO,"Halozyme Therapeutic",42.87,-0.34,-0.79%,43.15,43.38,42.26,255025,"12:45 ET"
HAS,"Hasbro Inc",92.59,0.21000000000001,+0.23%,92.99,93.44,91.84,288390,"12:48 ET"
HBAN,"Huntington Bcshs",12.4,0.27,+2.23%,12.24,12.43,12.19,7086199,"12:49 ET"
HBMD,"Howard Bancorp MD",11.86,0.08,+0.68%,11.82,11.86,11.78,3600,12/23/20
HCAT,"Health Catalyst Inc",44.49,1.03,+2.37%,43.59,44.62,43.25,133032,"12:49 ET"
HCM,"Hutchison China Ads",29.27,-0.010000000000002,-0.03%,29.28,29.42,29.17,14816,"12:35 ET"
HCSG,"Healthcare Svcs Gp",27.03,0.28,+1.05%,27,27.16,26.72,112475,"12:49 ET"
HDS,"HD Supply Hlds Cmm",55.92,0.050000000000004,+0.09%,55.93,55.95,55.9,411667,"12:46 ET"
HELE,"Helen of Troy Ltd",224.79,-0.14000000000001,-0.06%,225.74,226.49,223.32,32684,"12:47 ET"
HFFG,"HF Foods Group Inc",8.38,0.030000000000001,+0.36%,8.4,8.54,8.25,28491,"12:31 ET"
HLIO,"Helios Technologies Inc",52.34,0.39,+0.75%,52.28,52.51,51.69,8833,"12:30 ET"
HLNE,"Hamilton Lane Inc Cl A",79.34,-0.53999999999999,-0.68%,80.08,81.12,79.26,63676,"12:49 ET"
HMST,"Homestreet Inc",33.44,0.51,+1.55%,32.89,33.52,32.81,12119,"12:48 ET"
HMSY,"Hms Hlds Cp",36.61,0.030000000000001,+0.08%,36.84,36.87,36.45,1269504,"12:49 ET"
HOLX,"Hologic Inc",75.17,0.5,+0.67%,75.08,75.54,74.39,581820,"12:49 ET"
HOMB,"Home Bancshares Inc",19.24,0.33,+1.75%,19.1,19.4,18.98,104933,"12:48 ET"
HONE,"Harborone Bancorp Inc",10.74,0.23,+2.19%,10.53,10.89,10.53,32460,"12:32 ET"
HOPE,"Hope Bancorp Inc",10.73,0.47,+4.58%,10.35,10.81,10.31,355517,"12:49 ET"
HQY,Healthequity,69.37,1.37,+2.01%,68.75,69.72,68.27,111731,"12:47 ET"
HRMY,"Harmony Biosciences Holdings Inc",39.22,1.75,+4.67%,37.83,39.79,37.57,106674,"12:44 ET"
HRTX,"Heron Therapeutics",20.27,-0.37,-1.79%,20.95,21.15,20.21,330343,"12:49 ET"
HSIC,"Henry Schein Inc",66.56,0.46000000000001,+0.70%,66.65,66.96,66.08,136714,"12:48 ET"
HSKA,"Heska Corp",149.47,-1.71,-1.13%,150.57,151.08,146.18,88322,"12:34 ET"
HST,"Host Marriott Financial Trust",14.02,0.4,+2.94%,13.77,14.04,13.7,2520676,"12:49 ET"
HTHT,"Huazhu Group Ltd",44.71,0.020000000000003,+0.04%,44.91,45.09,44.24,336422,"12:49 ET"
HTLD,"Heartland Express",18.2,-0.15,-0.82%,18.36,18.41,18.14,49102,"12:34 ET"
HTLF,"Heartland Finl USA",40.4,0.64,+1.61%,40,41.02,39.85,43660,"12:49 ET"
HUBG,"Hub Group Inc A",56.6,0.19,+0.34%,56.58,56.95,56.3,23521,"12:42 ET"
HURN,"Huron Consulting",56.88,0.56,+0.99%,56.99,57.19,55.54,36884,"12:28 ET"
HWC,"Hancock Whitney Corp",33.37,0.76,+2.33%,32.97,33.69,32.54,113205,"12:49 ET"
HZNP,"Horizon Therapeutics",67.7,-0.44,-0.65%,67.35,68.25,66.75,2851324,"12:48 ET"
IAC,"Iac Holdings Inc",180.69,-3.04,-1.65%,187.28,193.73,179.22,427910,"12:49 ET"
IART,"Integra Lifesciences",65.07,0.5,+0.77%,64.93,65.75,64.24,51706,"12:47 ET"
IBKR,"Interactive Brokers",60.9,0.46,+0.76%,60.25,61.35,60.19,203396,"12:41 ET"
IBOC,"Intl Bancshares",37.69,1.01,+2.75%,37.08,37.76,36.89,42425,"12:47 ET"
IBTX,"Independent Bank Group",62.52,1.16,+1.89%,61.71,62.97,61.71,50391,"12:41 ET"
ICFI,"Icf International",74.5,0.069999999999993,+0.09%,74.69,75.73,74.31,13488,"12:41 ET"
ICLR,"Icon Plc",194.24,-0.14999999999998,-0.08%,194.94,197.39,188.34,77564,"12:48 ET"
ICPT,"Intercept Pharmaceuticals",26.76,-0.98,-3.53%,28.21,28.21,26.76,524130,"12:48 ET"
ICUI,"I C U Medical Inc",212.51,3.69,+1.77%,210.25,212.59,207.29,21886,"12:47 ET"
IDCC,"Interdigital Inc",61.98,-0.039999999999999,-0.06%,62.08,62.39,61.76,24796,"12:43 ET"
IDXX,"Idexx Laboratories",497.62,-1.53,-0.31%,499.06,502.92,492.69,78135,"12:49 ET"
IEP,"Icahn Enterprises",51,0.34,+0.67%,50.77,51.25,50.76,151063,"12:36 ET"
IGMS,"Igm Biosciences Inc",83,-0.049999999999997,-0.06%,83.1,84.53,79.73,89558,"12:48 ET"
IIVI,"I I V I Inc",77.93,-0.17999999999999,-0.23%,78.1,78.94,77.07,572330,"12:49 ET"
ILMN,"Illumina Inc",370.93,-0.029999999999973,-0.01%,370.01,374.18,368.24,250166,"12:50 ET"
ILPT,"Industrial Logistics Properties Trust",22.92,0.14,+0.61%,22.91,23.1,22.78,33574,"12:43 ET"
IMVT,"Immunovant Inc",48.8,-0.76000000000001,-1.53%,48.04,49.71,47.41,66749,"12:44 ET"
INBK,"First Internet Bcp",29,0.09,+0.31%,29,29.38,28.82,10644,"12:29 ET"
INCY,"Incyte Corp",88.38,0.39,+0.44%,88.69,88.96,87.54,142394,"12:49 ET"
INDB,"Independent Bk Corp",73.33,1.74,+2.43%,72.44,73.7,72.32,34766,"12:46 ET"
INFN,"Infinera Corp",10.99,-0.31,-2.74%,11.47,11.49,10.83,1117983,"12:49 ET"
INMD,"Inmode Ltd",47.31,-0.16999999999999,-0.36%,47.79,47.89,47,157894,"12:45 ET"
INO,"Inovio Pharma",10.13,0.23,+2.32%,9.76,10.18,9.52,4857845,"12:46 ET"
INOV,"Inovalon Hlds Cm A",18.69,0.16,+0.86%,18.53,19,18.46,229318,"12:50 ET"
INSM,"Insmed Inc",35.45,-0.52999999999999,-1.47%,36.26,36.81,35.3,157295,"12:49 ET"
INTC,"Intel Corp",46.39,0.22,+0.48%,46.17,46.79,45.97,9047982,"12:49 ET"
INTU,"Intuit Inc",381.26,1.29,+0.34%,379.01,383.94,378.04,385555,"12:48 ET"
INVA,"Innoviva Inc",12.05,-0.02,-0.17%,12.08,12.12,11.96,97603,"12:42 ET"
IONS,"Ionis Pharmaceuticals",59.4,0.81,+1.38%,58.48,60.48,58,1033793,"12:49 ET"
IOSP,"Innospec Inc",88.47,1.55,+1.78%,87.46,89.76,87.46,16213,"12:42 ET"
IOVA,"Iovance Biotherapeutics Inc",49.86,0.37,+0.75%,50.44,50.95,49.11,523185,"12:49 ET"
IPAR,"Inter Parfums Inc",59.41,0.52999999999999,+0.90%,59.14,59.99,58.59,21390,"12:43 ET"
IPGP,"Ipg Photonics Corp",221.73,2.97,+1.36%,217.4,222.12,217.34,31264,"12:45 ET"
IPHI,"Inphi Corp",160.68,2.21,+1.39%,160.51,161.98,159.26,462545,"12:48 ET"
IQ,"Iqiyi Inc ADR",16.99,0.02,+0.12%,17.06,17.11,16.78,4373444,"12:47 ET"
IRBT,"Irobot Corp",87.93,0.36000000000001,+0.41%,88.09,88.45,86.81,215864,"12:48 ET"
IRDM,"Iridium Comm Inc",39.21,1.21,+3.18%,38.99,39.5,38.07,190020,"12:49 ET"
IRTC,"Irhythm Technologies Inc",239.05,5.03,+2.15%,235.33,240.75,228.58,88674,"12:50 ET"
IRWD,"Ironwood Pharmaceuti",11.77,-0.27,-2.24%,12.03,12.09,11.74,388928,"12:48 ET"
ISBC,"Investors Bancorp",10.12,0.18,+1.81%,10,10.17,9.97,519306,"12:48 ET"
ISRG,"Intuitive Surg Inc",817.87,2.62,+0.32%,817.01,826.81,810,181158,"12:48 ET"
ISTR,"Investar Holding",16.72,-0.030000000000001,-0.18%,16.92,16.95,16.72,739,"12:48 ET"
ITCI,"Intra-Cellular Ther",30.54,0.54,+1.80%,30.28,30.55,29.23,239044,"12:48 ET"
ITOS,"Iteos Therapeutics Inc",33.52,0.31,+0.93%,33.99,33.99,33.07,37909,"12:47 ET"
ITRI,"Itron Inc",93.45,5.1,+5.77%,88.88,96.94,88.88,532531,"12:49 ET"
ITRN,"Ituran Location",19,0.43,+2.32%,18.5,19.17,18.46,28637,"12:42 ET"
JACK,"Jack IN The Box Inc",93.43,-0.13,-0.14%,93.85,94.3,92.56,121597,"12:48 ET"
JAZZ,"Jazz Pharma Plc",154.48,2.97,+1.96%,152.39,154.75,151.66,133535,"12:49 ET"
JBHT,"J B Hunt Transport",138.07,-1.79,-1.28%,140.42,141.14,137.86,157329,"12:49 ET"
JBLU,"Jetblue Airways Cp",14.46,0.58,+4.18%,14.04,14.59,14,4476907,"12:49 ET"
JCOM,"J2 Global Inc",98.57,0.41,+0.42%,98.49,99.27,98.04,78589,"12:44 ET"
JD,"Jd.com Inc Ads",84.51,1.72,+2.08%,85.04,87.47,84.27,8338076,"12:50 ET"
JJSF,"J J Snack Foods",155.68,1.83,+1.19%,153.95,155.93,153.95,13786,"12:41 ET"
JKHY,"Jack Henry & Assoc",157.11,2.39,+1.54%,156.85,157.99,154.98,204068,"12:48 ET"
JOBS,"51Job Inc",70.97,-0.23,-0.32%,71.5,71.82,70.62,110621,"12:46 ET"
JRVR,"James River Gp HD",49.28,-0.060000000000002,-0.12%,49.47,50.26,49,40096,"12:46 ET"
KALU,"Kaiser Aluminum",93.5,1.43,+1.55%,92.96,94.43,92.9,20352,"12:45 ET"
KALV,"Kalvista Pharmaceuticals Inc",17.93,0.58,+3.34%,17.35,18.1,16.8,52758,"12:43 ET"
KBAL,"Kimball Intl Cl B",12.39,0.43,+3.60%,12.01,12.39,12.01,58140,"12:48 ET"
KC,"Kingsoft Cloud Holdings Limited ADR",45.21,3.05,+7.23%,44.33,46.74,42.82,1255739,"12:50 ET"
KDP,"Keurig Dr Pepper Inc",31.39,0.32,+1.03%,30.77,31.4,30.69,789779,"12:48 ET"
KELYA,"Kelly Svcs Cl A",20.26,0.36,+1.81%,19.9,20.4,19.9,21772,"12:30 ET"
KHC,"Kraft Heinz Company",34.94,0.55,+1.60%,34.44,34.94,34.25,1266982,"12:49 ET"
KIDS,"Orthopediatrics Corp",46.5,0.53,+1.15%,46.55,46.83,45.52,33487,"12:38 ET"
KLAC,"K L A-Tencor Corp",256.32,-1.27,-0.49%,258.45,258.59,253.87,296559,"12:50 ET"
KLIC,"Kulicke and Soffa",33.03,0.18,+0.55%,32.93,33.16,32.79,86809,"12:48 ET"
KNSL,"Kinsale Capital Group Inc",216.68,-1.85,-0.85%,222.31,228.44,213.3,221080,"12:48 ET"
KOD,"Kodiak Sciences Inc",155.27,3.56,+2.35%,152.82,155.77,145.98,90188,"12:37 ET"
KOPN,"Kopin Cp",2.93,0.19,+6.93%,3.22,4.7,2.73,7290188,"12:49 ET"
KPTI,"Karyopharm Therapeut",16.51,-0.6,-3.51%,17.18,17.19,16.49,1281222,"12:49 ET"
KRNT,"Kornit Digital Ord",91.09,0.090000000000003,+0.10%,91.8,92.07,90.34,139772,"12:34 ET"
KRNY,"Kearny Financial",10.56,0.14,+1.34%,10.49,10.71,10.45,84693,"12:42 ET"
KRON,"Kronos Bio Inc",34.44,-3.48,-9.18%,37.26,37.78,34.1,83544,"12:43 ET"
KROS,"Keros Therapeutics Inc",76.78,1.79,+2.39%,75.9,78.65,74.17,37191,"12:48 ET"
KRTX,"Karuna Therapeutics Inc",104.26,-0.16000000000001,-0.15%,105.32,105.32,102.87,26813,"12:45 ET"
KRYS,"Krystal Biotech Inc",60.69,-0.050000000000004,-0.08%,60.78,61.37,59.96,26957,"12:45 ET"
KTOS,"Kratos Defns",26.28,0.2,+0.77%,26.16,26.48,26.03,421478,"12:49 ET"
KURA,"Kura Oncology",36.49,-1.07,-2.85%,37.65,38.03,36.15,225868,"12:44 ET"
KYMR,"Kymera Therapeutics Inc",78.95,1.85,+2.40%,77.49,81.4,75.96,34364,"12:47 ET"
