Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
LAMR,"Lamar Advertis A",82.5,0.31999999999999,+0.39%,83.27,83.64,82.29,92062,"12:48 ET"
LANC,"Lancaster Colony Cor",172.06,2.34,+1.38%,170.66,172.2,169.53,22811,"12:49 ET"
LAUR,"Laureate Education Inc",15.01,0.11,+0.74%,14.92,15.04,14.82,86164,"12:46 ET"
LBAI,"Lakeland Bancorp Inc",12.45,0.31,+2.55%,12.27,12.52,12.27,36082,"12:48 ET"
LBRDA,"Liberty Broadbd A",156.09,4.02,+2.64%,153.12,156.35,151.92,88397,"12:49 ET"
LBRDK,"Liberty Broadbd C",157.71,3.05,+1.97%,155.55,158.04,154.07,963678,"12:49 ET"
LBTYA,"Liberty Global Ord A",24.35,0.57,+2.40%,23.93,24.35,23.92,392377,"12:49 ET"
LBTYK,"Liberty Global Ord C",23.66,0.44,+1.89%,23.41,23.67,23.37,1200473,"12:49 ET"
LECO,"Lincoln Elec Hld",119.16,0.77,+0.65%,119.23,119.44,118.06,37451,"12:42 ET"
LESL,"Leslie's Inc",26.59,0.74,+2.86%,26.2,27.47,25.88,513515,"12:48 ET"
LFUS,"Littelfuse Inc",251.43,2.47,+0.99%,251.12,252.66,247.92,24149,"12:47 ET"
LGIH,"LGI Homes Inc",109.82,-4.64,-4.05%,115,115.24,109.82,92694,"12:47 ET"
LGND,"Ligand Pharm",105.36,2.18,+2.11%,103.94,107.48,102.79,109225,"12:48 ET"
LHCG,"LHC Group Inc",222.55,5.19,+2.39%,217.57,223.65,217.57,70968,"12:48 ET"
LI,"Li Auto Inc ADR",30.34,-0.95,-3.04%,31.29,31.54,29.4,10974553,"12:49 ET"
LILAK,"Liberty Latin America Cl C",11.17,0.25,+2.29%,10.85,11.27,10.75,243908,"12:49 ET"
LITE,"Lumentum Hld",98.45,0.7,+0.72%,97.71,98.95,96.59,573017,"12:48 ET"
LIVN,"Livanova Plc OR Sh",68.75,0.010000000000005,+0.01%,69.59,69.76,68.55,155998,"12:44 ET"
LKCO,"Luokung Technology Corp",0.7169,0.1369,+23.60%,0.6,0.718,0.572,4715805,"12:49 ET"
LKFN,"Lakeland Finl Corp",52.23,1.17,+2.29%,51.24,52.51,51.07,12880,"12:49 ET"
LKQ,"LKQ Corp",36.14,0.16,+0.44%,36.27,36.52,36.14,244314,"12:49 ET"
LMNX,"Luminex Corp",24.04,-0.61,-2.47%,24.79,24.79,24.04,91174,"12:43 ET"
LNT,"Alliant Energy Corp",50.15,-0.030000000000001,-0.06%,50.47,50.69,50.15,242556,"12:50 ET"
LOB,"Live Oak Bancsh",48.61,0.76,+1.59%,47.97,49.25,46.82,199229,"12:34 ET"
LOGI,"Logitech Int S.A.",94.4,-0.61999999999999,-0.65%,94.73,95,93.89,192740,"12:47 ET"
LOOP,"Loop Industries Inc",8.6,0.16,+1.90%,8.34,8.84,8.34,146688,"12:33 ET"
LOPE,"Grand Canyon Educati",95.13,1.94,+2.08%,93.91,95.26,93.36,68987,"12:40 ET"
LPLA,"Lpl Financial Hld",103.87,0.26000000000001,+0.25%,105.01,105.77,103.86,176744,"12:48 ET"
LPRO,"Open Lending Corp Cl A",33.39,-0.51,-1.50%,34.16,34.21,33.05,214233,"12:48 ET"
LPSN,"Liveperson Inc",66.29,-1.56,-2.30%,67.84,68.55,65.64,223777,"12:47 ET"
LRCX,"Lam Research Corp",477.57,0.62,+0.13%,479.62,480.82,474,232978,"12:50 ET"
LSCC,"Lattice Semicond",43.63,-0.089999999999996,-0.21%,44.41,44.41,43.46,132167,"12:47 ET"
LSTR,"Landstar System",135.19,-0.69999999999999,-0.52%,135.78,136.33,134.25,44127,"12:37 ET"
LSXMA,"Liberty Srs XM CS A",42.88,0.6,+1.42%,42.53,43.08,42.42,129162,"12:48 ET"
LSXMK,"Liberty Srs XM CS C",42.98,0.52999999999999,+1.25%,42.61,43.18,42.45,112658,"12:43 ET"
LULU,"Lululemon Athletica",356.4,-3.67,-1.02%,363,364.73,355.62,692468,"12:49 ET"
LUNG,"Pulmonx Corp",63.1,2.62,+4.33%,60.61,63.35,58.99,115873,"12:49 ET"
LYFT,"Lyft Inc Cl A",49.92,0.41,+0.83%,49.75,50.55,49.52,3353279,"12:49 ET"
MANH,"Manhattan Assoc",106.73,0.5,+0.47%,106.98,107.67,106,57191,"12:49 ET"
MANT,"Mantech Intl Cp A",82.79,0.90000000000001,+1.10%,82.36,83.02,82.02,21186,"12:48 ET"
MAR,"Marriot Int Cl A",128.43,2.17,+1.72%,127.06,128.96,126.73,808088,"12:49 ET"
MASI,"Masimo Corp",267.86,1.27,+0.48%,267.64,268.54,265.22,40976,"12:49 ET"
MAT,"Mattel Inc",17.55,0.02,+0.11%,17.59,17.69,17.44,973554,"12:49 ET"
MBUU,"Malibu Boats Inc",67.25,-0.28,-0.41%,68.31,69.32,66.64,38307,"12:49 ET"
MCHP,"Microchip Technology",136.82,-0.13,-0.09%,136.83,137.94,136.3,424849,"12:49 ET"
MCRB,"Seres Theraptc",27.21,2.43,+9.81%,25.77,27.37,24.55,547082,"12:49 ET"
MCRI,"Monarch Casino",58.46,0.23,+0.39%,58.82,59.5,58.04,18779,"12:19 ET"
MDB,"Mongodb Inc Cl A",377.11,-18.89,-4.77%,397.27,399,376.07,687411,"12:47 ET"
MDGL,"Madrigal Pharmaceuticals Inc",116.3,-1.66,-1.41%,117.81,118.02,113.33,74359,"12:45 ET"
MDLZ,"Mondelez Intl Inc",57.68,0.52,+0.91%,57.52,57.73,57.35,1544177,"12:49 ET"
MDRX,"Allscripts Hlthcare",14.37,0.14,+0.98%,14.44,14.56,13.7,507966,"12:49 ET"
MEDP,"Medpace Holdings Inc",138.75,-1.23,-0.88%,140,140.24,136.84,45427,"12:48 ET"
MELI,"Mercadolibre Inc",1686.24,-46.15,-2.66%,1729.26,1748,1675.46,181960,"12:41 ET"
MEOH,"Methanex Cp",46.25,-0.1,-0.22%,47,47.24,46.22,73470,"12:43 ET"
MERC,"Mercer Intl Inc",9.4,0.13,+1.40%,9.27,9.56,9.27,35558,"12:34 ET"
MGEE,"Mge Energy Inc",69.23,0.18000000000001,+0.26%,69.68,70.24,69.09,16065,"12:43 ET"
MGIC,"Magic Software Entpr",15.02,0.25,+1.69%,14.81,15.06,14.81,12015,"12:19 ET"
MGLN,"Magellan Health",81.41,1.85,+2.33%,80.21,81.67,80.05,34599,"12:49 ET"
MGNX,Macrogenics,25.65,0.13,+0.51%,25.42,26.59,25.08,391791,"12:47 ET"
MGPI,"MGP Ingredients Inc",46.31,-0.34999999999999,-0.75%,46.95,47.2,46.31,14273,"12:34 ET"
MGRC,"Mcgrath Rentcorp",63.6,1.67,+2.70%,62.17,63.6,62.17,11060,"12:47 ET"
MIDD,"Middleby Corp",129.99,1.5,+1.17%,128.94,131,128.29,235585,"12:48 ET"
MIME,"Mimecast Ltd Ord",57.82,-0.38,-0.65%,58.65,59.24,57.34,218020,"12:48 ET"
MKSI,"Mks Instruments Inc",149.29,0.91,+0.61%,149,150.14,147.5,148515,"12:50 ET"
MKTX,"Marketaxess Holdings",577.82,-12.5,-2.12%,594.49,601.41,573.98,57336,"12:49 ET"
MLAB,"Mesa Labs Inc",285.64,0.13999999999999,+0.05%,282.52,288.73,282.52,3775,"12:32 ET"
MLCO,"Melco Resorts & Entertainment",18.6,0.33,+1.81%,18.37,18.78,18.32,311820,"12:49 ET"
MLHR,"Miller Herman Inc",33.51,0.3,+0.90%,33.32,33.87,32.75,332241,"12:42 ET"
MMSI,"Merit Medical Sys",54.18,-0.039999999999999,-0.07%,54.38,54.86,53.49,82124,"12:48 ET"
MMYT,"Makemytrip Ltd",26.98,-0.059999999999999,-0.22%,27.5,28,26.89,91531,"12:44 ET"
MNRO,"Monro Muffler Brak",50.34,0.51000000000001,+1.02%,49.98,51.21,49.98,87420,"12:48 ET"
MNST,"Monster Beverage Cp",88.93,0.66000000000001,+0.75%,88.28,89.1,88.18,301344,"12:49 ET"
MOMO,"Momo Inc Ads",13.31,-0.25,-1.84%,13.56,13.66,13.15,2256192,"12:47 ET"
MORN,"Morningstar Inc",224.38,3.86,+1.75%,221.24,225.63,221.24,23221,"12:43 ET"
MPB,"Mid Penn Bancorp Inc",24.6,0.4,+1.65%,23.99,24.6,23.8,10800,12/23/20
MPWR,"Monolithic Power Sys",359.51,5.45,+1.54%,355.97,361.88,351.27,229678,"12:47 ET"
MRCY,"Mercury Sys Inc",86.95,1.89,+2.22%,85.67,86.99,85.18,47226,"12:49 ET"
MRKR,"Marker Therapeutics Inc",1.51,0.06,+4.14%,1.47,1.53,1.4595,115506,"12:19 ET"
MRNA,"Moderna Inc",129.47,3.59,+2.85%,120.05,130.62,115,27382534,"12:50 ET"
MRSN,"Mersana Therapeutics Inc",27.17,-0.41,-1.49%,27.49,28.2,26.97,303257,"12:49 ET"
MRTN,"Marten Transport L",17.22,-0.27,-1.54%,17.49,17.61,17.22,37773,"12:44 ET"
MRTX,"Mirati Therapeutics",236.07,-2.06,-0.87%,238.02,240.38,233.84,86973,"12:46 ET"
MRVI,"Maravai Lifesciences Holdings Inc Cl A",30.79,-0.07,-0.23%,31,31,29.76,598113,"12:49 ET"
MRVL,"Marvell Tech Group",46.81,-0.34,-0.72%,47.18,47.49,46.7,2835186,"12:49 ET"
MSEX,"Middlesex Water Company",70.29,-0.23999999999999,-0.34%,71.29,71.57,70.05,10979,"12:40 ET"
MSFT,"Microsoft Corp",222.66,-1.28,-0.57%,223.11,224.25,221.95,8030535,"12:50 ET"
MSTR,"Microstrategy Cl A",332.29,0.79000000000002,+0.24%,334.67,338.21,325.16,207335,"12:46 ET"
MTCH,"Match Group Inc",154.47,-1.65,-1.06%,157.57,157.57,153.58,352484,"12:45 ET"
MTSI,"Macom Technology S",53.81,0.090000000000003,+0.17%,53.68,54.14,52.83,160509,"12:49 ET"
MU,"Micron Technology",70.43,-0.0099999999999909,-0.01%,70.47,71.06,70.17,4146669,"12:50 ET"
MXIM,"Maxim Integrated",86.24,-0.17,-0.20%,86.44,87.03,86.17,338182,"12:49 ET"
MYGN,"Myriad Genetics Inc",18.43,-0.13,-0.70%,18.69,18.99,18.01,113272,"12:49 ET"
NARI,"Inari Medical Inc",80.68,2.18,+2.78%,79.5,84.91,78.81,703513,"12:45 ET"
NATI,"Natl Instruments Cor",43.13,0.5,+1.17%,42.82,43.28,41.43,242149,"12:48 ET"
NAVI,"Navient Cp",9.74,0.44,+4.73%,9.31,9.83,9.31,1101239,"12:49 ET"
NBIX,"Neurocrine Bioscienc",98.22,-0.45,-0.46%,98.76,98.76,96.33,262063,"12:48 ET"
NBTB,"NBT Bancorp Inc",31.27,0.58,+1.89%,30.76,31.49,30.71,26025,"12:49 ET"
NCNA,"Nucana Plc ADR",4.55,0.15,+3.41%,4.45,4.6,4.38,78222,"12:34 ET"
NCNO,"Ncino Inc",80.88,-1.78,-2.15%,82.2,82.54,79.79,280924,"12:49 ET"
NDAQ,"Nasdaq Inc",129.06,-0.84,-0.65%,130.49,130.74,128.66,168832,"12:47 ET"
NDSN,"Nordson Corp",198.56,-0.079999999999984,-0.04%,199.79,200.85,196.92,41528,"12:45 ET"
NEO,"Neogenomics Inc",55.66,-0.81,-1.43%,56.9,57.07,55.05,179673,"12:49 ET"
NEOG,"Neogen Cp",82.37,0.51000000000001,+0.62%,81.86,82.59,81.41,90904,"12:35 ET"
NESR,"National Energy Services Reunited Corp",9.56,0.1,+1.06%,9.54,9.76,9.35,20965,"12:44 ET"
NFBK,"Northfield Bncrp Del",12.09,0.050000000000001,+0.42%,12.08,12.28,12.05,19923,"12:48 ET"
NFE,"New Fortress Energy Llc",54.38,0.84,+1.57%,53.9,56.2,53.9,155533,"12:43 ET"
NFLX,"Netflix Inc",518.81,-8.5200000000001,-1.62%,524.76,526.39,517.2,1197544,"12:49 ET"
NGHC,"National General Hld",34.03,0.009999999999998,+0.03%,34.08,34.15,34.01,246956,"12:47 ET"
NICE,"Nice Ltd",281.56,4.96,+1.79%,277.21,282.86,275.13,94907,"12:48 ET"
NKLA,"Nikola Corp",15.12,-1.71,-10.16%,15.55,16.66,14.81,21608230,"12:49 ET"
NKTR,"Nektar Therapeutics",18.47,-0.26,-1.39%,18.89,18.9,18.35,250816,"12:49 ET"
NKTX,"Nkarta Inc",74.01,2.05,+2.85%,74.41,76.5,70.67,62096,"12:45 ET"
NLOK,"Nortonlifelock Inc",21.15,-0.19,-0.89%,21.35,21.42,21.01,1309921,"12:50 ET"
NMIH,"Nmi Holdings Inc",23.02,0.050000000000001,+0.22%,23,23.56,22.82,168122,"12:49 ET"
NNOX,"Nano-X Imaging Ltd",56,-0.66,-1.16%,55.46,56.8,51.55,709441,"12:46 ET"
NOVT,"Novanta Inc",122,0.010000000000005,+0.01%,121.83,122.81,121.43,45648,"12:38 ET"
NRC,"National Research Corp",44.94,-0.59,-1.30%,45.44,46.7,44.84,15660,"12:47 ET"
NRIX,"Nurix Therapeutics Inc",44.21,-1.14,-2.51%,46.09,47,42.05,61768,"12:46 ET"
NSIT,"Insight Enterpr",75.05,1.25,+1.69%,75.23,75.23,74.18,20625,"12:35 ET"
NSTG,"Nanostring Tech",73.41,0.14,+0.19%,74.72,75.35,71.98,207132,"12:49 ET"
NTAP,"Netapp Inc",66.48,0.3,+0.45%,66.56,67.63,66.16,646137,"12:50 ET"
NTCT,"Netscout Systems",27.57,-0.02,-0.07%,27.72,28.04,27.41,105871,"12:48 ET"
NTES,"Netease Inc Ads",92.18,-0.31999999999999,-0.35%,92.8,93.28,90.72,427080,"12:49 ET"
NTGR,"Netgear Inc",37.94,-0.72,-1.86%,38.79,39.42,37.82,49263,"12:48 ET"
NTLA,"Intellia Thera CS",67.35,3.82,+6.01%,64.35,67.35,60.28,665156,"12:49 ET"
NTNX,"Nutanix Inc",33.52,-0.34,-1.00%,34,34.22,33.5,552099,"12:49 ET"
NTRA,"Natera Inc",109.72,-1.6,-1.44%,110.83,111.6,107.59,263543,"12:47 ET"
NTRS,"Northern Trust Corp",92.7,2.1,+2.32%,91.35,92.86,91.29,144352,"12:47 ET"
NUAN,"Nuance Communicatns",43.47,-0.52,-1.18%,43.93,44.5,43.39,627392,"12:49 ET"
NUVA,"Nuvasive Inc",53.4,1.12,+2.14%,52.84,53.93,52.17,191482,"12:49 ET"
NVAX,"Novavax Inc",123.4,8.03,+6.96%,111.88,123.68,107.08,2819028,"12:49 ET"
NVCR,"Novocure Ltd Ord Sh",174.81,3.81,+2.23%,170.04,175.5,166.02,324288,"12:43 ET"
NVDA,"Nvidia Corp",523.77,-7.36,-1.39%,530.24,531,521.62,2187708,"12:50 ET"
NVMI,"Nova Measuring Instr",69.86,-0.14,-0.20%,70.13,70.38,69,30129,"12:49 ET"
NWBI,"Northwest Bancshares",12.49,0.18,+1.46%,12.32,12.61,12.32,144886,"12:43 ET"
NWE,"Northwestern Corp",56.14,-0.31,-0.55%,56.98,57.48,56.06,56614,"12:47 ET"
NWL,"Newell Rubbermaid Inc",21.26,0.18,+0.85%,21.13,21.34,21.13,507892,"12:49 ET"
NWLI,"Natl Wstrn Life Gp A",206.01,1.28,+0.63%,205.74,206.68,205.05,600,"12:47 ET"
NWS,"News Cp Cl B",17.49,-0.030000000000001,-0.17%,17.55,17.65,17.46,185885,"12:49 ET"
NWSA,"News Cp Cl A",17.66,0.02,+0.11%,17.65,17.82,17.62,655741,"12:49 ET"
NXGN,"Nextgen Healthcare Inc",18.43,0.23,+1.26%,18.27,18.55,18.21,93693,"12:49 ET"
NXPI,"Nxp Semiconductors",157.65,1.27,+0.81%,157.94,158.63,156.38,590415,"12:49 ET"
NXST,"Nexstar Media Group Inc.",102.55,2.92,+2.93%,99.95,103.19,99.63,198998,"12:44 ET"
NYMT,"New York Mtge Trust",3.69,0.11,+3.07%,3.58,3.69,3.55,1850718,"12:44 ET"
OAS,"Oasis Petroleum Inc",38.34,-0.16,-0.42%,37.99,38.86,37.99,174207,"12:39 ET"
OCFC,"Oceanfirst Financial Corp",18.6,0.26,+1.42%,18.33,18.78,18.14,40673,"12:43 ET"
ODFL,"Old Dominion Freight Line Inc",197.43,-1.23,-0.62%,199.22,200.43,197.35,127831,"12:48 ET"
ODP,"Office Depot",28.5,0.29,+1.03%,28.67,28.67,28.07,92857,"12:44 ET"
OFLX,"Omega Flex Inc",167.64,-1.95,-1.15%,170,170,166.46,1083,"12:20 ET"
OKTA,"Okta Inc Cl A",278.88,-6.72,-2.35%,287,287.35,273.71,703700,"12:49 ET"
OLED,"Universal Display",234.86,-3.33,-1.40%,238.6,239.32,234.84,88298,"12:50 ET"
OLLI,"Ollies Bargain CS",84.11,1.81,+2.20%,82.61,84.17,81.7,213544,"12:48 ET"
OLMA,"Olema Pharmaceuticals Inc",49.2,2.96,+6.40%,46,49.21,44.86,33496,"12:18 ET"
OM,"Outset Medical Inc",55.15,1.15,+2.13%,54.76,55.51,54.52,164560,"12:49 ET"
OMCL,"Omnicell Inc",119.17,0.72,+0.61%,118.78,119.58,118.13,43534,"12:48 ET"
ON,"On Semiconductor",31.98,0.13,+0.41%,32.25,32.42,31.85,1623356,"12:49 ET"
ONB,"Old National Bncp",16.37,0.45,+2.83%,16.02,16.4,15.96,125485,"12:46 ET"
ONEM,"1Life Healthcare Inc",44.09,0.83000000000001,+1.92%,43.26,44.33,43,606899,"12:48 ET"
OPCH,"Option Care Health Inc",15.28,0.37,+2.48%,14.95,15.32,14.95,570726,"12:49 ET"
OPK,"Opko Health Inc",4.3,-0.26,-5.70%,4.58,4.58,4.1,5533785,"12:49 ET"
ORGO,"Organogenesis Holdings Inc",6.52,0.02,+0.31%,6.51,6.66,6.38,231514,"12:31 ET"
ORLY,"O'Reilly Automotive",457.53,4.14,+0.91%,453.8,458.99,453.06,127231,"12:49 ET"
OSIS,"O S I Systems Inc",92.54,1.59,+1.75%,91.68,93.35,91.68,13314,"12:30 ET"
OSTK,"Overstock.com Inc",58.83,-0.26000000000001,-0.44%,59.07,59.69,57.81,1288720,"12:49 ET"
OTEX,"Open Text Cp",45.17,-0.25,-0.55%,45.4,45.56,44.94,139849,"12:48 ET"
OTTR,"Otter Tail Corp",41.94,-0.090000000000003,-0.21%,42.43,42.75,41.94,43030,"12:45 ET"
OZK,"Bank Ozk",31.3,0.73,+2.39%,30.9,31.5,30.9,145409,"12:49 ET"
PAAS,"Pan Amer Silver Corp",32.74,0.59,+1.84%,32.81,33.2,32.53,852034,"12:50 ET"
PACB,"Pacific Biosciences",27.75,0.8,+2.97%,28.26,29.2,26.5,3965012,"12:49 ET"
PACW,"Pacwest Bancorp",25.12,0.91,+3.76%,24.47,25.21,24.47,292423,"12:48 ET"
PATK,"Patrick Inds Inc",69.52,0.97999999999999,+1.43%,68.92,70.01,67.47,53833,"12:46 ET"
PAYX,"Paychex Inc",96.45,-0.17999999999999,-0.19%,99.5,100,95.72,1569678,"12:49 ET"
PBCT,"People's United Finl",12.86,0.3,+2.39%,12.67,12.94,12.64,1481339,"12:47 ET"
PCAR,"Paccar Inc",85.19,0.31999999999999,+0.38%,85.02,85.5,83.97,179118,"12:50 ET"
PCH,"Potlatch Cp",51.37,2.3,+4.69%,49.91,51.68,49.64,242501,"12:48 ET"
PCRX,"Pacira Pharm Inc",58.93,0.030000000000001,+0.05%,58.99,59.43,58.49,33406,"12:48 ET"
PCTY,"Paylocity Hld Corp",215.91,3.11,+1.46%,214.09,217.23,212.3,116182,"12:49 ET"
PCVX,"Vaxcyte Inc",27.16,-1.74,-6.02%,28.1,28.9,26.82,161208,"12:49 ET"
PDCE,"Pdc Energy Inc",19.73,1.01,+5.40%,19.07,20.23,18.83,277704,"12:49 ET"
PDCO,"Patterson Companies",32.3,0.019999999999996,+0.06%,32.67,32.67,32.22,74903,"12:49 ET"
PDD,"Pinduoduo Inc ADR",139.97,0.94999999999999,+0.68%,142,142.8,136.75,3684527,"12:49 ET"
PEGA,"Pegasystems Inc",139.02,1.95,+1.42%,136.54,140.48,136.54,212975,"12:49 ET"
PENN,"Penn Natl Gaming Inc",97.46,1.74,+1.82%,97.32,99.18,95.59,2207362,"12:49 ET"
PEP,"Pepsico Inc",144.59,0.56999999999999,+0.40%,144.49,145.6,144.07,953709,"12:50 ET"
PFBC,"Preferred Bank LA",48.34,0.92,+1.94%,47.51,48.72,47.51,30970,"12:31 ET"
PFG,"Principal Financial Group Inc",48.64,1.24,+2.62%,47.91,48.95,47.89,354138,"12:49 ET"
PFIS,"Peoples Finl Svcs Company",37.38,-0.08,-0.21%,37.38,37.38,37.38,356,"12:19 ET"
PFPT,"Proofpoint Inc",136.39,-0.48000000000002,-0.35%,137,137.84,135.06,282088,"12:50 ET"
PGNY,"Progyny Inc",41.64,0.39,+0.95%,41.7,41.9,40.75,217839,"12:46 ET"
PINC,"Premier Inc Cl A",35.59,1.45,+4.25%,34.12,35.62,34.12,118485,"12:45 ET"
PLMR,"Palomar Holdings Inc",91.22,0.42,+0.46%,91.41,91.99,90.48,106102,"12:46 ET"
PLUG,"Plug Power Inc",35.94,0.25,+0.70%,36.76,37.65,34.68,26939488,"12:50 ET"
PLUS,"Eplus Inc",88.33,1.63,+1.88%,87.18,89.25,86.33,8872,"12:48 ET"
PLXS,"Plexus Cp",77.59,0.83,+1.08%,77.08,77.78,76.65,19253,"12:45 ET"
PLYA,"Playa Hotels & Resorts N.V.",5.36,0.16,+3.08%,5.27,5.4,5.2,287749,"12:43 ET"
PMVP,"Pmv Pharmaceuticals Inc",56.43,2.97,+5.56%,52.92,59,52.49,113000,"12:35 ET"
PNFP,"Pinnacle Finl Ptnrs",64.32,1.68,+2.68%,63.5,65,62.95,118098,"12:48 ET"
PNTG,"The Pennant Group Inc",60.09,1.13,+1.92%,59.66,60.36,59.16,70325,"12:43 ET"
PODD,"Insulet Corp",260.74,6.28,+2.47%,255.53,261.87,254,232960,"12:47 ET"
POOL,"Pool Corp",364.02,-5.71,-1.54%,371.46,371.68,363.02,44215,"12:49 ET"
POWI,"Power Integratn",80.62,1.47,+1.86%,79.6,80.62,78.95,108733,"12:43 ET"
PPBI,"Pacific Premier Bncp",30.66,0.72,+2.40%,30.31,30.89,30.26,113840,"12:49 ET"
PPC,"Pilgrim's Pride",19.62,0.47,+2.45%,19.32,19.63,19.13,135463,"12:49 ET"
PPD,"Ppd Inc",35.69,-0.3,-0.83%,36.11,36.53,35.4,163213,"12:49 ET"
PRAA,"Pra Group Inc",38.79,0.45,+1.17%,38.54,39.33,38.31,27492,"12:46 ET"
PRAH,"Pra Health",122.84,0.81,+0.66%,123.06,123.7,122.39,104903,"12:49 ET"
PRDO,"Perdoceo Education Corp",12.78,0.0099999999999998,+0.08%,12.86,12.95,12.58,80166,"12:49 ET"
PRFT,"Perficient Inc",48.66,0.66,+1.37%,48.41,48.89,47.95,36991,"12:44 ET"
PRGS,"Progress Software",43.89,0.49,+1.13%,43.45,44.04,43.2,43636,"12:48 ET"
PRIM,"Primoris Services Cp",27.55,-0.21,-0.76%,27.96,28.24,27.49,54708,"12:48 ET"
PRLD,"Prelude Therapeutics Incorporated",83.02,0.3,+0.36%,82.38,85.78,80.44,55128,"12:44 ET"
PRPL,"Purple Innovation Inc",30.67,0.81,+2.71%,29.81,31.13,29.09,399383,"12:49 ET"
PRQR,"Proqr Therapeutics",4.43,0.19,+4.48%,4.27,4.48,4.21,169108,"12:34 ET"
PRSC,"Providence Svc Cp",140.01,0.25,+0.18%,140.6,144.68,140,18859,"12:33 ET"
PS,"Pluralsight Inc Cl A",20.54,0.14,+0.69%,20.4,20.6,20.4,923684,"12:49 ET"
PSMT,"Pricesmart Inc",90.03,0.55,+0.61%,89.74,90.6,89.48,9034,"12:41 ET"
PTC,"Ptc Inc",120.28,0.26000000000001,+0.22%,119.98,121.25,119.34,105490,"12:47 ET"
PTCT,"Ptc Therapeutics",64.54,-1.32,-2.00%,65.89,65.91,64.38,40676,"12:41 ET"
PTON,"Peloton Interactive Inc",161.67,0.45999999999998,+0.29%,160.6,162.45,154.25,7892297,"12:50 ET"
PTVE,"Pactiv Evergreen Inc",18.19,-0.29,-1.57%,18.23,18.36,17.93,164039,"12:42 ET"
PYPL,"Paypal Holdings",240.82,-2.67,-1.10%,243.6,245.79,238.33,3015838,"12:50 ET"
PZZA,"Papa John's Intl",86.51,-0.039999999999992,-0.05%,86.4,87.22,85.79,72391,"12:48 ET"
QCOM,"Qualcomm Inc",148.3,1.96,+1.34%,147.63,151.54,147.26,2381800,"12:49 ET"
QDEL,"Quidel Cp",197.53,-6.07,-2.98%,201.74,202.69,196.14,245223,"12:49 ET"
QFIN,"360 Finance Inc ADR",10.99,0.28,+2.61%,10.72,11.07,10.72,195546,"12:40 ET"
QLYS,"Qualys Inc",124.32,-1.16,-0.92%,124.07,126.52,122.03,226062,"12:47 ET"
QNST,"Quinstreet Inc",21.76,-0.24,-1.09%,22.24,22.59,21.76,86735,"12:48 ET"
QRTEA,"Qurate Retail Inc Series A",10.64,0.16,+1.53%,10.54,10.69,10.44,1842191,"12:49 ET"
QRVO,"Qorvo Inc",168.36,5.1,+3.12%,166.17,169.05,163.26,813028,"12:49 ET"
QTRX,"Quanterix Corp",48.02,2,+4.35%,46.38,48.23,45.7,123790,"12:49 ET"
QURE,"Uniqure N.V.",38.69,-0.99,-2.49%,39.61,39.72,38.43,315829,"12:48 ET"
RARE,"Ultragenyx Pharmaceu",174.7,1.7,+0.98%,174.28,175.33,168.04,125997,"12:49 ET"
RAVN,"Raven Industries Inc",33.35,0.45,+1.37%,32.89,33.66,32.77,85413,"12:39 ET"
RBCAA,"Republic Bancorp Inc",36.12,0.3,+0.84%,35.8,36.24,35.5,7704,"12:42 ET"
RCII,"Rent-A-Center Inc",38.82,-0.87,-2.19%,39.92,40.4,38.34,217009,"12:43 ET"
RCKT,"Rocket Pharmaceuticals Inc",59.9,0.88,+1.49%,59.28,62.4,58.05,318058,"12:44 ET"
RCM,"R1 Rcm Inc",23.63,0.2,+0.85%,23.44,23.75,23.41,212832,"12:49 ET"
RDFN,"Redfin Corp",77.99,-4.12,-5.02%,82,82.49,77.03,1228800,"12:48 ET"
RDWR,"Radware Ltd",27.78,0.76,+2.81%,27.21,27.8,27.13,125891,"12:47 ET"
REAL,"The Realreal Inc",20.74,-0.82,-3.80%,21.8,21.85,20.37,1418204,"12:46 ET"
REG,"Regency Centers Corp",45.41,0.16999999999999,+0.38%,45.76,46.14,45.32,207135,"12:49 ET"
REGI,"Renewable Energy",79.51,0.5,+0.63%,79.6,80.87,76.82,487266,"12:45 ET"
REGN,"Regeneron Pharmaceuticals",490.4,0.33999999999997,+0.07%,491.2,493.91,488.52,253178,"12:49 ET"
REPL,"Replimune Group Inc",43.53,4.26,+10.85%,39.27,43.74,38.82,176915,"12:44 ET"
RETA,"Reata Pharma",125.73,1.09,+0.87%,125.01,127.24,124.23,67487,"12:44 ET"
REYN,"Reynolds Consumer Products Inc",30.08,0.049999999999997,+0.17%,30.1,30.51,30.05,87922,"12:44 ET"
RGEN,"Repligen Cp",196.5,2.39,+1.23%,194,197.24,191.05,144401,"12:47 ET"
RGLD,"Royal Gold Inc",109.07,-0.080000000000013,-0.07%,109.55,110.2,108.03,111397,"12:48 ET"
RGNX,"Regenxbio Inc",49.14,-0.21,-0.43%,50,50.15,48.69,160021,"12:49 ET"
RLAY,"Relay Therapeutics Inc",49.1,1.81,+3.83%,47.11,49.47,46.67,93111,"12:45 ET"
RMBS,"Rambus Inc",17.67,-0.12,-0.67%,17.81,17.92,17.67,114160,"12:49 ET"
RMR,"The Rmr Grp A",38.36,0.86,+2.29%,37.98,39.55,37.8,16611,"12:31 ET"
RNA,"Avidity Biosciences Inc",30.28,0.43,+1.44%,30.15,30.83,29.79,42904,"12:49 ET"
